policy_id,period,region,line_of_business,claims_paid,net_earned_premium,loss_ratio,client_name,risk_category,cause_of_loss,claim_status,settlement_date,gwp_usd,nep_usd,claims_paid_usd,combined_ratio,exposure,premium_rate,continent
CLM-410261,2006-03-23,Australia & Pacific,Property,3510.68,4271.01,0.822,Metro Insurers,Nat Cat,Fire,Closed,2006-05-21,,4271.01,3510.68,0.822,,1.0,Oceania
CLM-411387,2006-03-24,North America,Health,37723.86,52537.55,0.718,Orient Shield Insurance (Asia),Cyber,Marine Peril,Closed,2006-04-17,,52537.55,37723.86,0.718,,1.0,North America
CLM-405883,2006-03-24,Latin America,Motor,2675.55,5663.68,0.4724,Meridian Insurance (N. America),Credit,Theft,Closed,2006-04-05,,5663.68,2675.55,0.4724,,1.0,South America
CLM-406965,2006-03-24,North America,Credit & Surety,15934.14,35685.87,0.4465,Meridian Insurance (N. America),Market,Flood,Under Review,,,35685.87,15934.14,0.4465,,1.0,North America
CLM-403464,2006-03-25,Europe,Agriculture,16467.22,45986.44,0.3581,Nile Star Assurance (Africa),Operational,Fire,Closed,2006-06-02,,45986.44,16467.22,0.3581,,1.0,Europe
CLM-412448,2006-03-25,Middle East & Africa,Marine,15217.63,23045.09,0.6603,Coastal Mutual,Weather,Liability Claim,Closed,2007-01-30,,23045.09,15217.63,0.6603,,1.0,Asia
CLM-405867,2006-03-26,Asia Pacific,Credit & Surety,8589.34,10839.06,0.7924,Baobab Insurance,Nat Cat,Hail,Closed,2006-09-03,,10839.06,8589.34,0.7924,,1.0,Asia
CLM-401027,2006-03-26,Asia Pacific,Health,6654.61,14742.64,0.4514,Orient Shield Insurance (Asia),Weather,Windstorm,Closed,2006-05-25,,14742.64,6654.61,0.4514,,1.0,Asia
CLM-412445,2006-03-26,Caribbean,Engineering,29957.88,38550.39,0.7771,Meridian Insurance (N. America),Operational,Theft,Closed,2006-05-14,,38550.39,29957.88,0.7771,,1.0,North America
CLM-409584,2006-03-26,Middle East & Africa,Aviation,75458.96,138636.64,0.5443,Orient Shield Insurance (Asia),Weather,Machinery Breakdown,Closed,2006-09-30,,138636.64,75458.96,0.5443,,1.0,Asia
CLM-408665,2006-03-27,North America,Motor,24578.3,30863.86,0.7963,Coastal Mutual,Weather,Liability Claim,Closed,2006-05-08,,30863.86,24578.3,0.7963,,1.0,North America
CLM-408202,2006-03-27,Australia & Pacific,Health,126672.77,147103.18,0.8611,Coastal Mutual,Weather,Cyber Breach,Closed,2006-04-29,,147103.18,126672.77,0.8611,,1.0,Oceania
CLM-407670,2006-03-28,Australia & Pacific,Credit & Surety,9793.12,23148.78,0.4231,Coastal Mutual,Credit,Fire,Open,,,23148.78,9793.12,0.4231,,1.0,Oceania
CLM-412361,2006-03-29,Middle East & Africa,Liability,24418.06,31486.37,0.7755,Meridian Insurance (N. America),Nat Cat,Marine Peril,Reopened,2006-08-26,,31486.37,24418.06,0.7755,,1.0,Asia
CLM-408863,2006-03-30,Australia & Pacific,Liability,56461.73,76046.59,0.7425,Horizon Underwriters,Credit,Liability Claim,Closed,2006-04-29,,76046.59,56461.73,0.7425,,1.0,Oceania
CLM-406031,2006-03-31,Middle East & Africa,Credit & Surety,10080.77,23963.87,0.4207,Atlas Underwriters (Europe),Operational,Windstorm,Closed,2006-09-06,,23963.87,10080.77,0.4207,,1.0,Asia
CLM-408531,2006-03-31,Africa,Property,2745.53,6047.12,0.454,Atlas Underwriters (Europe),Nat Cat,Fire,Closed,2006-06-10,,6047.12,2745.53,0.454,,1.0,Africa
CLM-401271,2006-03-31,Asia Pacific,Liability,15245.73,36750.02,0.4148,Nile Star Assurance (Africa),Nat Cat,Marine Peril,Closed,2007-02-06,,36750.02,15245.73,0.4148,,1.0,Asia
CLM-410545,2006-04-01,Asia Pacific,Life,33495.76,63302.09,0.5291,Orient Shield Insurance (Asia),Political,Drought,Closed,2006-04-08,,63302.09,33495.76,0.5291,,1.0,Asia
CLM-403893,2006-04-01,Europe,Motor,6182.55,7649.41,0.8082,Zenith Cover,Market,Flood,Closed,2006-06-20,,7649.41,6182.55,0.8082,,1.0,Europe
CLM-403585,2006-04-01,Middle East & Africa,Aviation,53746.46,141088.32,0.3809,Zenith Cover,Market,Collision,Open,,,141088.32,53746.46,0.3809,,1.0,Asia
CLM-412254,2006-04-01,Caribbean,Engineering,21880.17,48310.72,0.4529,Pacifica Cover (Oceania),Operational,Drought,Closed,2006-06-06,,48310.72,21880.17,0.4529,,1.0,North America
CLM-405496,2006-04-02,Latin America,Health,7737.52,13924.06,0.5557,Meridian Insurance (N. America),Operational,Windstorm,Closed,2006-05-09,,13924.06,7737.52,0.5557,,1.0,South America
CLM-404015,2006-04-04,Caribbean,Energy,37648.84,45971.99,0.819,Orient Shield Insurance (Asia),Credit,Flood,Open,,,45971.99,37648.84,0.819,,1.0,North America
CLM-406590,2006-04-04,Kenya,Health,14810.65,37896.23,0.3908,Andes Mutual (S. America),Weather,Earthquake,Closed,2006-08-11,,37896.23,14810.65,0.3908,,1.0,Africa
CLM-408161,2006-04-05,Kenya,Cyber,41802.8,53160.66,0.7863,Pacifica Cover (Oceania),Weather,Fire,Closed,2006-05-16,,53160.66,41802.8,0.7863,,1.0,Africa
CLM-403974,2006-04-05,Middle East & Africa,Energy,17733.61,30245.72,0.5863,Metro Insurers,Political,Machinery Breakdown,Closed,2006-04-17,,30245.72,17733.61,0.5863,,1.0,Asia
CLM-408135,2006-04-06,Africa,Credit & Surety,18996.99,25648.36,0.7407,AgriProtect,Credit,Machinery Breakdown,Closed,2006-12-08,,25648.36,18996.99,0.7407,,1.0,Africa
CLM-409454,2006-04-06,Caribbean,Agriculture,5162.93,7632.2,0.6765,Orient Shield Insurance (Asia),Cyber,Theft,Closed,2006-04-11,,7632.2,5162.93,0.6765,,1.0,North America
CLM-405426,2006-04-06,Caribbean,Marine,8052.9,15362.2,0.5242,Orient Shield Insurance (Asia),Political,Collision,Closed,2006-08-05,,15362.2,8052.9,0.5242,,1.0,North America
CLM-400838,2006-04-06,Europe,Cyber,8554.63,13703.12,0.6243,Pinnacle Assurance,Weather,Hail,Closed,2006-05-07,,13703.12,8554.63,0.6243,,1.0,Europe
CLM-406927,2006-04-07,Europe,Marine,44678.08,51047.69,0.8752,Pacifica Cover (Oceania),Weather,Flood,Under Review,,,51047.69,44678.08,0.8752,,1.0,Europe
CLM-407771,2006-04-08,Australia & Pacific,Agriculture,14046.17,20603.76,0.6817,Acentria Group,Political,Windstorm,Closed,2006-06-16,,20603.76,14046.17,0.6817,,1.0,Oceania
CLM-407910,2006-04-08,Latin America,Health,103123.31,243472.55,0.4236,Horizon Underwriters,Market,Cyber Breach,Closed,2006-05-09,,243472.55,103123.31,0.4236,,1.0,South America
CLM-408182,2006-04-10,Australia & Pacific,Health,4770.06,7922.17,0.6021,Metro Insurers,Nat Cat,Liability Claim,Closed,2006-05-09,,7922.17,4770.06,0.6021,,1.0,Oceania
CLM-404082,2006-04-10,Caribbean,Credit & Surety,45175.33,61209.91,0.738,Atlas Underwriters (Europe),Nat Cat,Flood,Closed,2007-04-21,,61209.91,45175.33,0.738,,1.0,North America
CLM-404611,2006-04-10,Europe,Cyber,4241.2,6121.92,0.6928,Orient Shield Insurance (Asia),Operational,Machinery Breakdown,Closed,2006-06-05,,6121.92,4241.2,0.6928,,1.0,Europe
CLM-409410,2006-04-11,North America,Engineering,81954.9,101546.99,0.8071,Zenith Cover,Credit,Flood,Closed,2006-04-23,,101546.99,81954.9,0.8071,,1.0,North America
CLM-400876,2006-04-13,North America,Life,54244.16,95541.73,0.5678,Nile Star Assurance (Africa),Political,Machinery Breakdown,Closed,2006-04-28,,95541.73,54244.16,0.5678,,1.0,North America
CLM-412729,2006-04-13,Europe,Marine,71529.56,130447.41,0.5483,Horizon Underwriters,Cyber,Theft,Closed,2006-10-29,,130447.41,71529.56,0.5483,,1.0,Europe
CLM-408225,2006-04-13,Asia Pacific,Marine,23058.9,40791.74,0.5653,Coastal Mutual,Market,Earthquake,Closed,2006-09-30,,40791.74,23058.9,0.5653,,1.0,Asia
CLM-401693,2006-04-13,North America,Aviation,12582.29,25097.69,0.5013,Nile Star Assurance (Africa),Credit,Windstorm,Closed,2008-05-10,,25097.69,12582.29,0.5013,,1.0,North America
CLM-403804,2006-04-14,Europe,Property,13898.98,20606.51,0.6745,Horizon Underwriters,Cyber,Marine Peril,Closed,2006-04-25,,20606.51,13898.98,0.6745,,1.0,Europe
CLM-408575,2006-04-14,Caribbean,Engineering,18037.98,37864.48,0.4764,Metro Insurers,Credit,Cyber Breach,Closed,2006-05-03,,37864.48,18037.98,0.4764,,1.0,North America
CLM-405455,2006-04-14,Kenya,Life,16925.98,17993.85,0.9407,Andes Mutual (S. America),Nat Cat,Drought,Closed,2006-09-02,,17993.85,16925.98,0.9407,,1.0,Africa
CLM-405539,2006-04-15,Asia Pacific,Cyber,47571.57,60159.05,0.7908,Metro Insurers,Weather,Theft,Closed,2006-06-29,,60159.05,47571.57,0.7908,,1.0,Asia
CLM-400397,2006-04-15,Caribbean,Agriculture,4040.32,10635.17,0.3799,Coastal Mutual,Market,Flood,Under Review,,,10635.17,4040.32,0.3799,,1.0,North America
CLM-404658,2006-04-15,Caribbean,Engineering,43746.92,77199.34,0.5667,Baobab Insurance,Operational,Liability Claim,Closed,2006-05-27,,77199.34,43746.92,0.5667,,1.0,North America
CLM-409284,2006-04-16,Europe,Credit & Surety,17095.23,24259.7,0.7047,Pinnacle Assurance,Weather,Drought,Closed,2006-06-28,,24259.7,17095.23,0.7047,,1.0,Europe
CLM-402143,2006-04-16,Nordics,Aviation,6946.18,19041.21,0.3648,Orient Shield Insurance (Asia),Weather,Fire,Closed,2006-09-28,,19041.21,6946.18,0.3648,,1.0,Europe
CLM-411778,2006-04-17,Africa,Marine,4779.09,5860.17,0.8155,Metro Insurers,Market,Marine Peril,Closed,2006-11-12,,5860.17,4779.09,0.8155,,1.0,Africa
CLM-408369,2006-04-17,North America,Credit & Surety,29333.29,33550.51,0.8743,Nile Star Assurance (Africa),Operational,Cyber Breach,Closed,2007-02-08,,33550.51,29333.29,0.8743,,1.0,North America
CLM-404139,2006-04-18,Caribbean,Property,6142.29,8866.59,0.6927,Orient Shield Insurance (Asia),Nat Cat,Theft,Closed,2006-06-19,,8866.59,6142.29,0.6927,,1.0,North America
CLM-410299,2006-04-18,Africa,Cyber,33942.97,45472.54,0.7464,Coastal Mutual,Operational,Fire,Closed,2006-05-24,,45472.54,33942.97,0.7464,,1.0,Africa
CLM-403615,2006-04-18,Europe,Marine,5291.37,10708.44,0.4941,Horizon Underwriters,Market,Cyber Breach,Closed,2006-08-17,,10708.44,5291.37,0.4941,,1.0,Europe
CLM-407514,2006-04-18,North America,Liability,8614.33,9282.25,0.928,Pacifica Cover (Oceania),Cyber,Theft,Closed,2007-02-05,,9282.25,8614.33,0.928,,1.0,North America
CLM-407803,2006-04-19,Latin America,Agriculture,3028.51,5606.36,0.5402,Atlas Underwriters (Europe),Nat Cat,Earthquake,Closed,2006-06-03,,5606.36,3028.51,0.5402,,1.0,South America
CLM-401756,2006-04-20,Kenya,Engineering,51523.38,133574.75,0.3857,Nile Star Assurance (Africa),Weather,Machinery Breakdown,Closed,2006-04-27,,133574.75,51523.38,0.3857,,1.0,Africa
CLM-410818,2006-04-20,Australia & Pacific,Cyber,1751.99,2077.44,0.8433,Baobab Insurance,Political,Marine Peril,Under Review,,,2077.44,1751.99,0.8433,,1.0,Oceania
CLM-402702,2006-04-21,Africa,Engineering,28705.43,54910.68,0.5228,Orient Shield Insurance (Asia),Operational,Flood,Closed,2006-05-20,,54910.68,28705.43,0.5228,,1.0,Africa
CLM-408128,2006-04-21,North America,Liability,8199.72,12209.09,0.6716,Metro Insurers,Weather,Flood,Closed,2007-05-21,,12209.09,8199.72,0.6716,,1.0,North America
CLM-412650,2006-04-21,Kenya,Liability,3051.99,3748.04,0.8143,Andes Mutual (S. America),Weather,Collision,Under Review,,,3748.04,3051.99,0.8143,,1.0,Africa
CLM-410268,2006-04-21,Europe,Health,24809.58,58346.96,0.4252,Baobab Insurance,Nat Cat,Machinery Breakdown,Closed,2006-05-19,,58346.96,24809.58,0.4252,,1.0,Europe
CLM-404769,2006-04-22,North America,Health,2508.21,5134.3,0.4885,Metro Insurers,Political,Drought,Closed,2006-08-16,,5134.3,2508.21,0.4885,,1.0,North America
CLM-406963,2006-04-22,Caribbean,Property,7173.51,15359.11,0.4671,Pacifica Cover (Oceania),Operational,Earthquake,Closed,2006-05-20,,15359.11,7173.51,0.4671,,1.0,North America
CLM-408790,2006-04-22,Kenya,Liability,48967.97,52609.76,0.9308,Metro Insurers,Cyber,Drought,Closed,2006-12-23,,52609.76,48967.97,0.9308,,1.0,Africa
CLM-411466,2006-04-23,Europe,Health,18371.76,38120.89,0.4819,AgriProtect,Nat Cat,Machinery Breakdown,Closed,2006-05-27,,38120.89,18371.76,0.4819,,1.0,Europe
CLM-403934,2006-04-23,Australia & Pacific,Agriculture,7683.54,8877.14,0.8655,AgriProtect,Market,Machinery Breakdown,Closed,2006-06-01,,8877.14,7683.54,0.8655,,1.0,Oceania
CLM-409486,2006-04-25,Australia & Pacific,Cyber,4748.71,6530.35,0.7272,Horizon Underwriters,Market,Fire,Reopened,2006-05-24,,6530.35,4748.71,0.7272,,1.0,Oceania
CLM-410794,2006-04-25,Nordics,Engineering,28208.59,38382.65,0.7349,Meridian Insurance (N. America),Operational,Windstorm,Under Review,,,38382.65,28208.59,0.7349,,1.0,Europe
CLM-409562,2006-04-25,Latin America,Property,10240.56,11500.25,0.8905,Andes Mutual (S. America),Nat Cat,Theft,Closed,2006-04-26,,11500.25,10240.56,0.8905,,1.0,South America
CLM-402361,2006-04-26,Australia & Pacific,Aviation,5540.25,6924.73,0.8001,Nile Star Assurance (Africa),Operational,Liability Claim,Closed,2007-04-06,,6924.73,5540.25,0.8001,,1.0,Oceania
CLM-400309,2006-04-27,Kenya,Credit & Surety,10684.52,14007.65,0.7628,Horizon Underwriters,Political,Flood,Closed,2006-11-10,,14007.65,10684.52,0.7628,,1.0,Africa
CLM-402416,2006-04-28,Australia & Pacific,Engineering,88046.03,179043.98,0.4918,Orient Shield Insurance (Asia),Cyber,Flood,Closed,2006-08-27,,179043.98,88046.03,0.4918,,1.0,Oceania
CLM-412225,2006-04-28,Caribbean,Marine,4669.37,5002.42,0.9334,Nile Star Assurance (Africa),Nat Cat,Fire,Closed,2007-03-14,,5002.42,4669.37,0.9334,,1.0,North America
CLM-401555,2006-04-29,Caribbean,Agriculture,9223.72,19665.5,0.469,Coastal Mutual,Nat Cat,Hail,Reopened,2006-07-07,,19665.5,9223.72,0.469,,1.0,North America
CLM-401373,2006-04-29,North America,Aviation,11758.43,14200.85,0.828,Zenith Cover,Market,Hail,Reopened,2006-12-31,,14200.85,11758.43,0.828,,1.0,North America
CLM-404627,2006-04-30,Asia Pacific,Motor,24259.46,39654.15,0.6118,Coastal Mutual,Operational,Marine Peril,Closed,2006-07-11,,39654.15,24259.46,0.6118,,1.0,Asia
CLM-406871,2006-04-30,Nordics,Health,44835.54,55197.36,0.8123,Zenith Cover,Nat Cat,Machinery Breakdown,Under Review,,,55197.36,44835.54,0.8123,,1.0,Europe
CLM-405358,2006-05-01,Kenya,Health,2900.13,4028.8,0.7198,Acentria Group,Market,Hail,Closed,2006-06-07,,4028.8,2900.13,0.7198,,1.0,Africa
CLM-403898,2006-05-02,North America,Marine,35987.5,50312.79,0.7153,Pacifica Cover (Oceania),Weather,Collision,Closed,2006-07-12,,50312.79,35987.5,0.7153,,1.0,North America
CLM-402164,2006-05-02,Latin America,Agriculture,7988.17,8532.55,0.9362,Coastal Mutual,Nat Cat,Windstorm,Closed,2006-06-01,,8532.55,7988.17,0.9362,,1.0,South America
CLM-400623,2006-05-02,Europe,Property,32466.49,67507.61,0.4809,Horizon Underwriters,Market,Flood,Open,,,67507.61,32466.49,0.4809,,1.0,Europe
CLM-412532,2006-05-03,Africa,Credit & Surety,58490.71,76040.46,0.7692,Orient Shield Insurance (Asia),Operational,Theft,Closed,2006-06-25,,76040.46,58490.71,0.7692,,1.0,Africa
CLM-404035,2006-05-03,Nordics,Health,12566.0,24896.53,0.5047,Zenith Cover,Operational,Windstorm,Closed,2006-05-17,,24896.53,12566.0,0.5047,,1.0,Europe
CLM-411923,2006-05-03,Australia & Pacific,Energy,34521.89,38777.37,0.8903,Metro Insurers,Weather,Liability Claim,Closed,2006-06-04,,38777.37,34521.89,0.8903,,1.0,Oceania
CLM-404666,2006-05-03,Asia Pacific,Marine,17217.31,23887.23,0.7208,Atlas Underwriters (Europe),Political,Hail,Open,,,23887.23,17217.31,0.7208,,1.0,Asia
CLM-409310,2006-05-04,Australia & Pacific,Agriculture,36328.96,38423.12,0.9455,Acentria Group,Weather,Marine Peril,Closed,2006-06-20,,38423.12,36328.96,0.9455,,1.0,Oceania
CLM-407273,2006-05-04,Asia Pacific,Credit & Surety,12748.37,18023.29,0.7073,Meridian Insurance (N. America),Weather,Liability Claim,Closed,2007-03-05,,18023.29,12748.37,0.7073,,1.0,Asia
CLM-404233,2006-05-05,Australia & Pacific,Engineering,11193.3,12158.91,0.9206,AgriProtect,Nat Cat,Collision,Closed,2006-06-08,,12158.91,11193.3,0.9206,,1.0,Oceania
CLM-409032,2006-05-05,North America,Property,42671.49,101945.51,0.4186,AgriProtect,Political,Earthquake,Closed,2006-06-01,,101945.51,42671.49,0.4186,,1.0,North America
CLM-412218,2006-05-06,North America,Aviation,42604.98,105199.56,0.405,Acentria Group,Weather,Drought,Closed,2006-09-30,,105199.56,42604.98,0.405,,1.0,North America
CLM-406402,2006-05-07,Asia Pacific,Aviation,15211.51,29326.97,0.5187,AgriProtect,Weather,Earthquake,Closed,2006-06-25,,29326.97,15211.51,0.5187,,1.0,Asia
CLM-412805,2006-05-07,Kenya,Aviation,66946.47,95288.97,0.7026,Nile Star Assurance (Africa),Nat Cat,Fire,Closed,2006-07-19,,95288.97,66946.47,0.7026,,1.0,Africa
CLM-412441,2006-05-08,Nordics,Credit & Surety,5245.93,7465.95,0.7026,Horizon Underwriters,Nat Cat,Liability Claim,Closed,2006-07-25,,7465.95,5245.93,0.7026,,1.0,Europe
CLM-410039,2006-05-08,Europe,Marine,13375.01,33600.64,0.3981,Coastal Mutual,Political,Liability Claim,Closed,2007-06-11,,33600.64,13375.01,0.3981,,1.0,Europe
CLM-411008,2006-05-09,North America,Aviation,25126.61,44879.98,0.5599,Coastal Mutual,Market,Theft,Closed,2007-02-27,,44879.98,25126.61,0.5599,,1.0,North America
CLM-403247,2006-05-09,Nordics,Liability,8079.4,15111.29,0.5347,Coastal Mutual,Weather,Flood,Open,,,15111.29,8079.4,0.5347,,1.0,Europe
CLM-403827,2006-05-09,Kenya,Agriculture,18382.94,23792.89,0.7726,Coastal Mutual,Weather,Fire,Closed,2006-05-27,,23792.89,18382.94,0.7726,,1.0,Africa
CLM-404054,2006-05-11,Latin America,Liability,16115.14,18178.84,0.8865,AgriProtect,Operational,Hail,Closed,2006-10-03,,18178.84,16115.14,0.8865,,1.0,South America
CLM-411484,2006-05-13,Asia Pacific,Life,19348.38,21853.2,0.8854,Atlas Underwriters (Europe),Political,Liability Claim,Reopened,2006-05-31,,21853.2,19348.38,0.8854,,1.0,Asia
CLM-401943,2006-05-13,Africa,Marine,4966.35,11009.32,0.4511,Baobab Insurance,Cyber,Marine Peril,Closed,2006-06-22,,11009.32,4966.35,0.4511,,1.0,Africa
CLM-405422,2006-05-14,Asia Pacific,Liability,67497.12,110335.43,0.6117,Pacifica Cover (Oceania),Operational,Cyber Breach,Closed,2006-10-22,,110335.43,67497.12,0.6117,,1.0,Asia
CLM-410586,2006-05-14,Nordics,Motor,57576.15,133863.3,0.4301,AgriProtect,Nat Cat,Flood,Closed,2006-08-08,,133863.3,57576.15,0.4301,,1.0,Europe
CLM-410606,2006-05-15,Middle East & Africa,Motor,8445.57,15875.81,0.532,Andes Mutual (S. America),Political,Flood,Closed,2006-07-15,,15875.81,8445.57,0.532,,1.0,Asia
CLM-407304,2006-05-15,Europe,Motor,7517.98,20175.97,0.3726,Coastal Mutual,Nat Cat,Flood,Closed,2006-07-03,,20175.97,7517.98,0.3726,,1.0,Europe
CLM-400107,2006-05-16,Asia Pacific,Property,76422.0,212771.5,0.3592,Andes Mutual (S. America),Credit,Hail,Closed,2006-07-06,,212771.5,76422.0,0.3592,,1.0,Asia
CLM-404926,2006-05-17,Africa,Engineering,22141.19,28998.54,0.7635,Metro Insurers,Cyber,Hail,Closed,2006-05-28,,28998.54,22141.19,0.7635,,1.0,Africa
CLM-401084,2006-05-17,Kenya,Energy,10372.66,13582.5,0.7637,Zenith Cover,Weather,Theft,Closed,2006-07-29,,13582.5,10372.66,0.7637,,1.0,Africa
CLM-410196,2006-05-18,Asia Pacific,Life,4995.63,8555.23,0.5839,AgriProtect,Credit,Machinery Breakdown,Closed,2006-08-10,,8555.23,4995.63,0.5839,,1.0,Asia
CLM-406907,2006-05-20,Europe,Life,1588.7,4520.18,0.3515,Andes Mutual (S. America),Nat Cat,Liability Claim,Closed,2006-08-15,,4520.18,1588.7,0.3515,,1.0,Europe
CLM-407324,2006-05-20,Latin America,Agriculture,49422.66,120750.06,0.4093,AgriProtect,Credit,Theft,Closed,2006-06-09,,120750.06,49422.66,0.4093,,1.0,South America
CLM-400542,2006-05-21,Middle East & Africa,Agriculture,10564.83,21292.11,0.4962,Pacifica Cover (Oceania),Credit,Cyber Breach,Closed,2006-07-08,,21292.11,10564.83,0.4962,,1.0,Asia
CLM-406785,2006-05-21,North America,Cyber,4959.9,6503.54,0.7626,Andes Mutual (S. America),Market,Cyber Breach,Closed,2006-06-14,,6503.54,4959.9,0.7626,,1.0,North America
CLM-410736,2006-05-22,Kenya,Agriculture,1684.64,2146.35,0.7849,Andes Mutual (S. America),Market,Earthquake,Closed,2006-09-03,,2146.35,1684.64,0.7849,,1.0,Africa
CLM-409927,2006-05-22,Nordics,Agriculture,39640.73,86067.57,0.4606,Nile Star Assurance (Africa),Market,Earthquake,Closed,2006-06-15,,86067.57,39640.73,0.4606,,1.0,Europe
CLM-411098,2006-05-22,Africa,Aviation,16661.76,22775.72,0.7316,Metro Insurers,Market,Cyber Breach,Closed,2007-02-20,,22775.72,16661.76,0.7316,,1.0,Africa
CLM-408964,2006-05-22,Asia Pacific,Property,41577.83,43826.61,0.9487,AgriProtect,Credit,Earthquake,Reopened,2006-09-10,,43826.61,41577.83,0.9487,,1.0,Asia
CLM-406727,2006-05-22,Latin America,Agriculture,6288.63,7923.61,0.7937,Orient Shield Insurance (Asia),Credit,Hail,Closed,2006-09-02,,7923.61,6288.63,0.7937,,1.0,South America
CLM-410266,2006-05-23,North America,Energy,11175.84,27749.72,0.4027,Nile Star Assurance (Africa),Credit,Marine Peril,Closed,2006-07-07,,27749.72,11175.84,0.4027,,1.0,North America
CLM-406818,2006-05-24,Middle East & Africa,Credit & Surety,9769.0,14467.2,0.6753,Horizon Underwriters,Operational,Theft,Closed,2006-12-25,,14467.2,9769.0,0.6753,,1.0,Asia
CLM-409149,2006-05-25,Europe,Aviation,212870.12,522484.06,0.4074,Metro Insurers,Market,Cyber Breach,Closed,2006-11-21,,522484.06,212870.12,0.4074,,1.0,Europe
CLM-405982,2006-05-26,Asia Pacific,Life,9116.36,14425.48,0.632,Acentria Group,Weather,Marine Peril,Open,,,14425.48,9116.36,0.632,,1.0,Asia
CLM-401645,2006-05-26,Europe,Cyber,4210.39,5583.6,0.7541,Pinnacle Assurance,Political,Collision,Open,,,5583.6,4210.39,0.7541,,1.0,Europe
CLM-409904,2006-05-26,North America,Engineering,31254.48,40102.36,0.7794,Acentria Group,Cyber,Collision,Closed,2006-06-13,,40102.36,31254.48,0.7794,,1.0,North America
CLM-401936,2006-05-26,Europe,Property,7121.77,9714.42,0.7331,Acentria Group,Nat Cat,Fire,Open,,,9714.42,7121.77,0.7331,,1.0,Europe
CLM-411839,2006-05-26,Nordics,Property,6800.0,13864.02,0.4905,Meridian Insurance (N. America),Operational,Hail,Closed,2006-06-15,,13864.02,6800.0,0.4905,,1.0,Europe
CLM-412587,2006-05-27,Kenya,Agriculture,28300.72,72830.28,0.3886,Horizon Underwriters,Cyber,Hail,Closed,2006-10-30,,72830.28,28300.72,0.3886,,1.0,Africa
CLM-406909,2006-05-27,Kenya,Health,8336.36,12856.43,0.6484,Nile Star Assurance (Africa),Credit,Marine Peril,Closed,2006-06-26,,12856.43,8336.36,0.6484,,1.0,Africa
CLM-401962,2006-05-27,Africa,Engineering,10463.96,11932.65,0.8769,Pinnacle Assurance,Cyber,Theft,Closed,2006-08-20,,11932.65,10463.96,0.8769,,1.0,Africa
CLM-407918,2006-05-28,Latin America,Credit & Surety,7808.75,13181.34,0.5924,Andes Mutual (S. America),Weather,Liability Claim,Closed,2007-01-17,,13181.34,7808.75,0.5924,,1.0,South America
