policy_id,period,region,country,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,ceded_premium,commission,retention,treaty_type,currency,underwriter,claim_status,cause_of_loss,settlement_date,reserve,broker,gwp_usd,nep_usd,claims_paid_usd,continent
POL-2006-000088-AC78,2006-02-08,Asia Pacific,Thailand,Casualty,125818.3,42482.48,42835.08,1.0083,1.2401,"Tran, Jordan and Williams",Specialty,73057770.2,0.001722,70282.52,12198.73,291179.45,Stop Loss,CAD,Noah Rhodes,Settled,Machinery Breakdown,2006-12-28,0.0,Marsh,125818.3,42482.48,42835.08,Asia
POL-2005-000089-6797,2005-04-02,Europe,Russia,Surety,323033.17,212109.67,0.0,,,Atlantic Mutual of Russia,Low,9984082.62,0.032355,9619.77,1568.03,2036076.78,Quota Share,CAD,Joshua Blair,,,,0.0,Brown & Brown,323033.17,212109.67,0.0,Europe
POL-2006-000090-8AFF,2006-12-26,Europe,Greece,Property,213889.38,125015.0,94923.89,0.7593,0.9552,Nolan-Flynn,Low,5006237.67,0.042725,77074.14,17235.58,1064971.11,Aggregate XL,EUR,Ethan Adams,Closed,Business Interruption,2007-06-21,0.0,Lockton,213889.38,125015.0,94923.89,Europe
POL-2017-000091-684B,2017-03-25,Asia Pacific,Japan,Life,555134.3,188695.02,0.0,,,United Insurance of Japan,Low,8749251.35,0.063449,338446.21,67381.7,14238.72,Surplus,USD,Fred Smith,,,,0.0,Marsh,555134.3,188695.02,0.0,Asia
POL-2019-000092-3BBC,2019-07-02,Europe,Poland,Motor,122544.19,80625.84,0.0,,,Pacific Holdings  Poland,Low,5986662.8,0.02047,25911.08,3264.8,1347180.43,Quota Share,CNY,Timothy Duncan,,,,0.0,Lockton,122544.19,80625.84,0.0,Europe
POL-2008-000093-F634,2008-04-05,North America,Canada,Marine,171717.42,65253.17,21579.22,0.3307,0.5301,National Ltd of Canada,Medium,2726943.34,0.062971,69968.75,9289.19,2996.16,Aggregate XL,CAD,Patty Perez,Settled,Cyber Attack,2008-10-01,0.0,Willis Towers Watson,171717.42,65253.17,21579.22,North America
POL-2007-000094-1351,2007-05-22,Africa & Middle East,South Africa,Surety,49660.15,29710.36,0.0,,,United PLC  South Africa,High,3019164.32,0.016448,7257.97,1740.2,1530243.4,Facultative,AUD,Michael Lewis,,,,0.0,Local Broker Partners,49660.15,29710.36,0.0,Other
POL-2009-000095-5803,2009-11-05,Africa & Middle East,Turkey,Agriculture,24493.3,22628.96,0.0,,,Royal Group of Turkey,Medium,615570.75,0.03979,1539.08,192.71,1809.41,Stop Loss,INR,Tommy Walter,,,,0.0,Local Broker Partners,24493.3,22628.96,0.0,Other
POL-2005-000096-3DD7,2005-08-13,Europe,Belgium,Liability,492107.63,396754.34,0.0,,,Royal Re  Belgium,Catastrophic,19744503.22,0.024924,69630.87,9374.1,779174.74,Stop Loss,USD,William Baker,,,,0.0,Marsh,492107.63,396754.34,0.0,Europe
POL-2016-000097-7104,2016-10-31,Latin America,Peru,Political Risk,143919.22,105106.07,0.0,,,Nolan and Sons,Medium,1828589.44,0.078705,22133.45,4438.57,7674.48,Stop Loss,SGD,Tracy House,,,,0.0,CRC Group,143919.22,105106.07,0.0,South America
POL-2023-000098-D7EC,2023-07-11,Europe,Italy,Workers Compensation,246106.96,107691.16,0.0,,,Continental Group  Italy,Specialty,3197169.99,0.076977,111524.35,8736.26,4703974.03,Facultative,USD,Lisa Hensley,,,,0.0,Hub International,246106.96,107691.16,0.0,Europe
POL-2019-000099-5148,2019-06-03,Africa & Middle East,Saudi Arabia,Marine,26343.11,17215.69,5997.95,0.3484,0.5791,Royal Corp of Saudi Arabia,Medium,442751.25,0.059499,2991.29,347.58,2397.62,Excess of Loss,ZAR,Michael Lewis,Denied,Political Violence,,0.0,Brown & Brown,26343.11,17215.69,5997.95,Other
POL-2011-000100-2D6D,2011-08-08,Europe,Denmark,Terrorism,44650.41,31237.37,30547.02,0.9779,1.2976,Continental Corp  Denmark,Specialty,638900.14,0.069886,9978.06,1412.0,1636664.71,Facultative,BRL,Dylan Miller,Pending,Business Interruption,,15488.35,Lockton,44650.41,31237.37,30547.02,Europe
POL-2014-000101-6ADA,2014-02-13,Europe,Portugal,Terrorism,189509.29,92768.44,0.0,,,Summit Assurance of Portugal,Medium,3938457.74,0.048118,46077.98,6788.86,17267.42,Excess of Loss,USD,Lisa Barnes,,,,0.0,Marsh,189509.29,92768.44,0.0,Europe
POL-2005-000102-6A1C,2005-04-10,Europe,Poland,Energy,1128170.28,594505.85,371031.1,0.6241,0.827,"Wright, Garcia and Deleon",Catastrophic,149803925.16,0.007531,447863.19,48556.42,3807672.53,Stop Loss,SGD,Donald Wright,Denied,Flood,,0.0,CRC Group,1128170.28,594505.85,371031.1,Europe
POL-2013-000103-3B2E,2013-10-05,Asia Pacific,Malaysia,Engineering,82868.86,58077.68,66255.02,1.1408,1.447,United Re  Malaysia,Low,1372994.5,0.060356,11916.21,1667.63,4996570.22,Excess of Loss,JPY,Sarah Moore,In Litigation,Business Interruption,,70185.58,Independent Agents,82868.86,58077.68,66255.02,Asia
POL-2010-000104-1B64,2010-04-16,Europe,Portugal,Energy,1241550.38,604635.87,0.0,,,National Assurance  Portugal,High,26846590.09,0.046246,520667.09,119769.6,137328.9,Aggregate XL,EUR,James Ferrell,,,,0.0,Willis Towers Watson,1241550.38,604635.87,0.0,Europe
POL-2012-000105-B1A6,2012-09-07,Latin America,Colombia,Credit,75442.56,29612.74,0.0,,,Premier Corp  Colombia,Low,2298311.5,0.032825,35962.54,8108.24,15071.47,Aggregate XL,CHF,Philip Cannon,,,,0.0,Aon,75442.56,29612.74,0.0,South America
POL-2017-000106-F5D4,2017-04-19,Europe,Netherlands,Surety,2597883.99,1552721.62,0.0,,,Premier Insurance of Netherlands,Medium,36263939.32,0.071638,701833.55,122986.44,49592.51,Facultative,EUR,Shannon Jones,,,,0.0,Gallagher,2597883.99,1552721.62,0.0,Europe
POL-2009-000107-AEAC,2009-03-23,Africa & Middle East,Egypt,Life,164240.2,103155.98,33443.17,0.3242,0.5533,Dickson-Brady,Catastrophic,32259657.85,0.005091,25622.13,5151.24,219620.75,Quota Share,GBP,Sarah Moore,Pending,Fire,,10356.52,Gallagher,164240.2,103155.98,33443.17,Other
POL-2015-000108-8F7C,2015-12-22,Asia Pacific,Australia,Surety,137786.16,113527.84,0.0,,,Pacific Re of Australia,Medium,11644017.99,0.011833,10556.35,808.93,81802.28,Facultative,AUD,Stephanie Ross,,,,0.0,Local Broker Partners,137786.16,113527.84,0.0,Asia
POL-2018-000109-18FF,2018-04-22,Europe,Portugal,Workers Compensation,154984.51,110046.18,65543.5,0.5956,0.9258,Apex PLC  Portugal,Low,12865431.25,0.012047,23323.48,3747.6,430401.09,Aggregate XL,EUR,Tracy House,In Litigation,Liability Claim,,42908.08,Amwins,154984.51,110046.18,65543.5,Europe
POL-2006-000110-5A85,2006-07-17,Europe,Spain,Professional Indemnity,17590.81,7758.69,0.0,,,Hancock and Sons,Low,1539455.02,0.011427,8027.7,988.07,8539.42,Quota Share,EUR,Connie Lawrence,,,,0.0,Marsh,17590.81,7758.69,0.0,Europe
POL-2017-000111-8B63,2017-11-18,Europe,Russia,Life,313798.44,154212.49,0.0,,,Pacific Ltd  Russia,Low,41266632.43,0.007604,111130.19,27211.64,4605415.05,Surplus,SGD,Michael Lewis,,,,0.0,Independent Agents,313798.44,154212.49,0.0,Europe
POL-2012-000112-88A7,2012-02-14,Europe,France,Motor,404463.7,220772.59,0.0,,,Johnson-Doyle,Medium,202177994.51,0.002001,49530.37,7394.02,66639.51,Aggregate XL,EUR,Daniel Wagner,,,,0.0,Lockton,404463.7,220772.59,0.0,Europe
POL-2013-000113-E3DA,2013-05-15,Asia Pacific,Thailand,Marine,3815176.72,2547417.46,1462472.36,0.5741,0.8269,Patton-Jenkins,Low,126972218.66,0.030047,557939.15,91938.59,523495.53,Excess of Loss,USD,Victoria Garcia,Closed,Earthquake,2013-07-20,0.0,Lockton,3815176.72,2547417.46,1462472.36,Asia
POL-2022-000114-99E2,2022-04-25,Asia Pacific,Hong Kong,Surety,105566.23,34990.68,11200.52,0.3201,0.5293,Royal Re  Hong Kong,High,1461056.75,0.072253,56179.47,13836.04,4023646.72,Surplus,EUR,Jordan Henderson,Closed,Theft,2023-12-23,0.0,Hub International,105566.23,34990.68,11200.52,Asia
POL-2014-000115-EE21,2014-08-26,Europe,Portugal,Motor,343144.52,94129.7,85582.72,0.9092,1.2568,Global Group of Portugal,Catastrophic,26611193.38,0.012895,239745.56,37953.89,31701.44,Aggregate XL,USD,Michele Williams,Closed,Liability Claim,2016-02-10,0.0,Gallagher,343144.52,94129.7,85582.72,Europe
POL-2006-000116-949D,2006-02-17,Latin America,Brazil,Health,33394.7,21233.12,0.0,,,Apex PLC of Brazil,Medium,712330.92,0.046881,5647.07,727.74,4343.6,Excess of Loss,CNY,Nathan Maldonado,,,,0.0,Lockton,33394.7,21233.12,0.0,South America
POL-2017-000117-46FA,2017-06-12,Latin America,Peru,Agriculture,20479.2,10873.3,0.0,,,Atlantic Corp  Peru,Low,560831.62,0.036516,3864.65,470.16,612476.32,Quota Share,GBP,Elizabeth Fowler,,,,0.0,Independent Agents,20479.2,10873.3,0.0,South America
POL-2006-000118-E188,2006-03-17,Europe,Netherlands,Agriculture,672240.01,502890.64,432234.51,0.8595,1.0695,"Shields, Cochran and Adams",Medium,194542860.69,0.003455,47828.9,9547.4,898322.93,Quota Share,EUR,Zachary Hicks,Pending,Accident,,485633.76,Willis Towers Watson,672240.01,502890.64,432234.51,Europe
POL-2025-000119-5782,2025-10-28,Asia Pacific,China,Terrorism,301772.01,167490.87,177908.8,1.0622,1.3387,Premier Insurance of China,Catastrophic,4162305.97,0.072501,34124.41,1997.62,15202.4,Aggregate XL,CAD,Donald Wright,Pending,Earthquake,,128936.18,Marsh,301772.01,167490.87,177908.8,Asia
POL-2010-000120-AA92,2010-08-17,North America,Mexico,Health,945890.28,578731.61,0.0,,,Summit Underwriters of Mexico,High,162598237.67,0.005817,117134.62,10529.41,694807.73,Facultative,INR,Connor West,,,,0.0,Lockton,945890.28,578731.61,0.0,North America
POL-2021-000121-3ED9,2021-05-19,Africa & Middle East,Saudi Arabia,Credit,17097.0,12592.67,0.0,,,"Rodriguez, Brennan and Garrison",Low,399228.01,0.042825,3956.45,968.52,3591.79,Excess of Loss,BRL,Eric Carney,,,,0.0,Lockton,17097.0,12592.67,0.0,Other
POL-2010-000122-4F18,2010-10-31,Europe,Switzerland,Motor,1219669.86,698702.92,617024.55,0.8831,1.1599,Gonzalez Group,Low,99759674.89,0.012226,384525.17,81550.19,767508.51,Quota Share,USD,Anthony Rodriguez,Denied,Cyber Attack,,0.0,Amwins,1219669.86,698702.92,617024.55,Europe
POL-2005-000123-9956,2005-04-14,Africa & Middle East,United Arab Emirates,Catastrophe,62663.75,49834.08,0.0,,,National Group  United Arab Emirates,High,5140350.2,0.012191,10056.58,1236.74,2636211.44,Surplus,AUD,Derek Zuniga,,,,0.0,Willis Towers Watson,62663.75,49834.08,0.0,Other
POL-2018-000124-11C8,2018-11-29,Europe,Greece,Professional Indemnity,457796.68,246276.21,0.0,,,Pacific Insurance  Greece,Specialty,7006175.02,0.065342,200142.48,21796.21,3672634.92,Quota Share,USD,Steve Sanchez,,,,0.0,Gallagher,457796.68,246276.21,0.0,Europe
POL-2008-000125-DF6B,2008-06-18,Europe,Poland,Energy,10730874.44,8183403.8,2699704.91,0.3299,0.5733,National Group  Poland,Low,151042010.42,0.071046,2154034.72,215205.67,471507.77,Quota Share,CAD,Timothy Duncan,Closed,Political Violence,2009-09-14,0.0,Independent Agents,10730874.44,8183403.8,2699704.91,Europe
POL-2020-000126-6364,2020-10-06,Latin America,Argentina,Engineering,22566.69,8005.18,0.0,,,Torres-Pope,Catastrophic,351854.8,0.064136,12936.08,1322.4,110189.21,Excess of Loss,SGD,Ryan Munoz,,,,0.0,CRC Group,22566.69,8005.18,0.0,South America
POL-2007-000127-361C,2007-11-11,Africa & Middle East,United Arab Emirates,Catastrophe,272206.87,116519.31,0.0,,,Walker Ltd,Low,3490839.75,0.077977,133975.08,31499.51,18965.38,Quota Share,CAD,Lauren Daniels,,,,0.0,CRC Group,272206.87,116519.31,0.0,Other
POL-2009-000128-E52C,2009-01-02,Europe,France,Engineering,285816.18,208318.66,296249.97,1.4221,1.7639,Premier Mutual of France,Catastrophic,38246759.75,0.007473,37843.22,4900.45,132594.91,Excess of Loss,USD,Shane Henderson,Settled,Cyber Attack,2010-05-23,0.0,Willis Towers Watson,285816.18,208318.66,296249.97,Europe
POL-2013-000129-6F11,2013-10-16,Europe,Italy,Health,89240.06,28274.49,15816.75,0.5594,0.8829,Royal Ltd  Italy,Medium,1875248.61,0.047588,44662.96,9543.63,14488.88,Facultative,EUR,Jessica Holmes,Denied,Political Violence,,0.0,Independent Agents,89240.06,28274.49,15816.75,Europe
POL-2021-000130-7B4C,2021-03-17,Asia Pacific,Vietnam,Catastrophe,64011.63,50837.03,0.0,,,Apex Mutual  Vietnam,Low,809514.34,0.079074,12602.2,2211.0,7267.94,Quota Share,CAD,Whitney Peters,,,,0.0,Brown & Brown,64011.63,50837.03,0.0,Asia
POL-2013-000131-4492,2013-01-07,Asia Pacific,Thailand,Workers Compensation,229060.68,103147.89,0.0,,,National Mutual  Thailand,High,3760529.63,0.060912,94725.11,15396.31,31586.29,Facultative,ZAR,Connor West,,,,0.0,Amwins,229060.68,103147.89,0.0,Asia
POL-2006-000132-E4BA,2006-07-26,Europe,Switzerland,Health,51308.62,15279.05,16052.17,1.0506,1.3717,Continental Mutual  Switzerland,Low,856367.76,0.059914,26485.34,1431.44,7001.88,Excess of Loss,GBP,Elizabeth Fowler,Settled,Theft,2008-09-09,0.0,Independent Agents,51308.62,15279.05,16052.17,Europe
POL-2018-000133-FC81,2018-04-07,Europe,Ireland,Marine,453827.1,236209.06,0.0,,,Ross LLC,Medium,7143762.6,0.063528,156253.68,20418.77,3550751.3,Quota Share,EUR,Brent Jordan,,,,0.0,Marsh,453827.1,236209.06,0.0,Europe
POL-2011-000134-589B,2011-08-26,North America,Mexico,Engineering,90485.18,45740.25,0.0,,,Rasmussen LLC,Low,1296944.22,0.069768,15773.71,1304.53,4925.9,Excess of Loss,BRL,Stephanie Ross,,,,0.0,Gallagher,90485.18,45740.25,0.0,North America
POL-2011-000135-BFB9,2011-09-20,North America,Mexico,Surety,982898.03,260701.84,0.0,,,Continental Holdings  Mexico,Catastrophic,589043354.98,0.001669,550957.24,61206.91,4027376.99,Surplus,JPY,John Daniel,,,,0.0,Howden,982898.03,260701.84,0.0,North America
POL-2024-000136-3F0E,2024-02-22,Latin America,Chile,Terrorism,11909.48,3567.39,0.0,,,United Mutual  Chile,High,216266.11,0.055069,8097.15,852.6,798.08,Excess of Loss,GBP,Tracy House,,,,0.0,Gallagher,11909.48,3567.39,0.0,South America
POL-2024-000137-CCE2,2024-12-14,Latin America,Chile,Agriculture,31384.16,20299.12,0.0,,,Atlantic Ltd  Chile,High,666912.71,0.047059,3121.93,370.37,5020.6,Stop Loss,CNY,Patty Perez,,,,0.0,Local Broker Partners,31384.16,20299.12,0.0,South America
POL-2010-000138-0A95,2010-08-30,Asia Pacific,Indonesia,Aviation,641292.65,190934.73,0.0,,,United Group  Indonesia,Catastrophic,22062272.8,0.029067,357681.57,74261.16,76262.27,Quota Share,CHF,Abigail Shaffer,,,,0.0,Local Broker Partners,641292.65,190934.73,0.0,Asia
POL-2024-000139-932E,2024-04-09,Asia Pacific,Japan,Professional Indemnity,37206.17,17958.58,0.0,,,Premier Assurance  Japan,Medium,2211568.54,0.016823,12240.89,2831.61,12285.77,Quota Share,USD,Ethan Adams,,,,0.0,Lockton,37206.17,17958.58,0.0,Asia
POL-2005-000140-DE9E,2005-04-18,Europe,Denmark,Health,441354.81,297539.74,0.0,,,Global Ltd of Denmark,Low,8646299.36,0.051046,67481.71,8547.45,75418.41,Surplus,INR,Matthew Foster,,,,0.0,Marsh,441354.81,297539.74,0.0,Europe
POL-2025-000141-6751,2025-12-22,Europe,Spain,Motor,1749542.66,1175375.89,617660.03,0.5255,0.8711,Royal Assurance  Spain,Catastrophic,23041943.45,0.075929,282769.72,43779.41,118949.59,Surplus,EUR,Danny Morgan,In Litigation,Earthquake,,341830.52,Marsh,1749542.66,1175375.89,617660.03,Europe
POL-2005-000142-10DD,2005-03-28,Asia Pacific,New Zealand,Directors & Officers,14477.51,4612.18,3811.04,0.8263,1.084,Global Re  New Zealand,Low,302118.31,0.04792,8328.57,1809.17,549486.12,Stop Loss,CNY,Victoria Garcia,In Litigation,Natural Catastrophe,,4025.88,Independent Agents,14477.51,4612.18,3811.04,Asia
POL-2014-000143-C273,2014-12-06,Europe,Sweden,Aviation,1269726.9,790276.48,0.0,,,Summit Underwriters  Sweden,High,20155660.49,0.062996,446049.28,91704.07,118354.33,Excess of Loss,USD,Jordan Henderson,,,,0.0,Hub International,1269726.9,790276.48,0.0,Europe
POL-2020-000144-E27F,2020-01-02,Africa & Middle East,United Arab Emirates,Motor,42515.6,34494.48,0.0,,,Premier Mutual  United Arab Emirates,Low,6136061.88,0.006929,939.01,167.96,50550.32,Excess of Loss,USD,Cassandra Gaines,,,,0.0,Lockton,42515.6,34494.48,0.0,Other
POL-2015-000145-FF1E,2015-02-18,Europe,Norway,Aviation,4224594.81,3527987.1,0.0,,,National Holdings  Norway,High,190327563.18,0.022196,116932.09,13861.66,757689.69,Facultative,SGD,Gerald Hensley,,,,0.0,Brown & Brown,4224594.81,3527987.1,0.0,Europe
POL-2010-000146-9B95,2010-12-23,Asia Pacific,Australia,Energy,224708.14,181569.45,0.0,,,May-Ross,Catastrophic,4558480.27,0.049295,36453.92,8111.55,26853.4,Facultative,USD,Gabrielle Davis,,,,0.0,Howden,224708.14,181569.45,0.0,Asia
POL-2005-000147-6255,2005-10-23,Asia Pacific,Hong Kong,Directors & Officers,41097.08,31554.53,22630.91,0.7172,0.9137,"Rivera, Johnson and Wiley",Medium,1167697.06,0.035195,7855.8,1435.59,5669.68,Stop Loss,CHF,Donald Wright,Pending,Accident,,13331.19,Willis Towers Watson,41097.08,31554.53,22630.91,Asia
POL-2013-000148-09E4,2013-04-25,Europe,France,Directors & Officers,531157.25,137443.72,0.0,,,Global Re  France,Specialty,13154608.51,0.040378,313521.93,62405.85,4903546.99,Stop Loss,EUR,Megan Young,,,,0.0,Amwins,531157.25,137443.72,0.0,Europe
POL-2021-000149-9208,2021-12-02,Asia Pacific,Philippines,Liability,273715.85,116056.31,52294.97,0.4506,0.7607,White-Estes,High,5478603.5,0.049961,87043.14,16815.23,34281.47,Aggregate XL,CNY,Jordan Henderson,Open,Fire,,71971.09,CRC Group,273715.85,116056.31,52294.97,Asia
POL-2020-000150-B389,2020-02-24,North America,Canada,Surety,284758.51,261452.83,116085.06,0.444,0.6887,Apex Re  Canada,Specialty,10281296.78,0.027697,6876.68,1214.75,14105.97,Stop Loss,GBP,Donald Wright,Open,Machinery Breakdown,,165115.9,Marsh,284758.51,261452.83,116085.06,North America
POL-2023-000151-A0D7,2023-04-01,Europe,Austria,Directors & Officers,483148.28,259372.62,0.0,,,Atlantic Mutual  Austria,High,6840567.37,0.07063,78776.76,14849.66,40167.47,Facultative,EUR,Crystal Robinson,,,,0.0,Amwins,483148.28,259372.62,0.0,Europe
POL-2021-000152-6435,2021-06-10,Africa & Middle East,Turkey,Political Risk,50383.57,17840.37,0.0,,,Summit Ltd  Turkey,High,931002.88,0.054118,24161.44,5838.98,5772.86,Stop Loss,CHF,Amy Silva,,,,0.0,Amwins,50383.57,17840.37,0.0,Other
POL-2018-000153-C5FF,2018-05-27,Latin America,Colombia,Political Risk,176488.08,101199.27,0.0,,,Johnson-Carlson,Specialty,7989037.02,0.022091,19001.11,3547.09,70848.85,Quota Share,AUD,Richard Aguirre,,,,0.0,Aon,176488.08,101199.27,0.0,South America
POL-2022-000154-B519,2022-07-19,Europe,Italy,Political Risk,293830.3,88392.62,0.0,,,Global Mutual of Italy,Catastrophic,3836933.78,0.076579,170213.85,27306.54,13433.99,Excess of Loss,USD,Sarah Moore,,,,0.0,CRC Group,293830.3,88392.62,0.0,Europe
POL-2011-000155-29C0,2011-08-18,Asia Pacific,Singapore,Life,46145.92,24339.93,17342.2,0.7125,0.9249,Chandler-Edwards,High,1026119.53,0.044971,9791.52,988.98,2924090.43,Stop Loss,USD,Steve Sanchez,Denied,Machinery Breakdown,,0.0,Local Broker Partners,46145.92,24339.93,17342.2,Asia
POL-2016-000156-2A6B,2016-09-26,Asia Pacific,Japan,Agriculture,1087390.26,860256.04,0.0,,,Atlantic PLC  Japan,Low,58858509.03,0.018475,14826.89,1811.25,1666098.74,Quota Share,USD,Richard Aguirre,,,,0.0,Gallagher,1087390.26,860256.04,0.0,Asia
POL-2024-000157-67CE,2024-01-21,Europe,Portugal,Motor,558908.8,191554.32,0.0,,,"Joyce, Wilson and Lam",Medium,7656752.92,0.072996,363044.5,76443.87,30624.44,Surplus,EUR,Lisa Hensley,,,,0.0,Willis Towers Watson,558908.8,191554.32,0.0,Europe
POL-2022-000158-874B,2022-11-17,Asia Pacific,Malaysia,Property,21537.59,8880.08,5610.43,0.6318,0.894,National Assurance of Malaysia,High,381083.74,0.056517,12150.42,2178.72,2744.43,Quota Share,EUR,Ryan Munoz,Settled,Machinery Breakdown,2023-02-27,0.0,Marsh,21537.59,8880.08,5610.43,Asia
POL-2023-000159-EB33,2023-07-28,Europe,Italy,Health,536121.17,208248.94,178261.09,0.856,1.1934,Scott Ltd,High,10754773.9,0.04985,192904.45,36685.88,61139.43,Stop Loss,USD,Timothy Duncan,In Litigation,Fire,,154870.6,Brown & Brown,536121.17,208248.94,178261.09,Europe
POL-2022-000160-D03F,2022-07-20,Europe,Italy,Energy,478745.88,300661.32,0.0,,,Smith-Frost,Specialty,9173607.48,0.052187,60709.35,13656.77,9991.91,Facultative,EUR,Brittany Farmer,,,,0.0,Gallagher,478745.88,300661.32,0.0,Europe
POL-2016-000161-58DF,2016-11-26,Europe,Netherlands,Surety,921134.56,751272.43,0.0,,,"Mcdaniel, Bentley and Mclaughlin",Low,20105032.5,0.045816,33896.41,8406.83,3757698.65,Surplus,EUR,Amy Silva,,,,0.0,Hub International,921134.56,751272.43,0.0,Europe
POL-2016-000162-407F,2016-02-21,North America,Canada,Motor,877289.87,669901.69,0.0,,,Diaz Inc,Medium,67280947.86,0.013039,33950.87,8207.0,502023.39,Aggregate XL,SGD,Michael Lewis,,,,0.0,Howden,877289.87,669901.69,0.0,North America
POL-2009-000163-0A2D,2009-09-03,Latin America,Colombia,Agriculture,31540.14,18551.5,7572.72,0.4082,0.6173,National Re of Colombia,Low,458176.68,0.068838,8934.79,917.13,2697704.01,Stop Loss,BRL,Danny Morgan,Open,Machinery Breakdown,,4640.11,Amwins,31540.14,18551.5,7572.72,South America
POL-2022-000164-B9F6,2022-07-07,Europe,Austria,Energy,3595572.04,906358.09,635357.02,0.701,1.0253,Pacific Ltd of Austria,Medium,1957580393.21,0.001837,2208754.48,544172.25,4820361.34,Stop Loss,EUR,Gerald Hensley,Pending,Storm,,238534.24,Lockton,3595572.04,906358.09,635357.02,Europe
POL-2016-000165-F3AA,2016-12-08,Europe,Italy,Casualty,326738.76,175887.17,435285.57,2.4748,2.7259,Continental PLC of Italy,Catastrophic,5773262.89,0.056595,103494.77,22455.72,44091.43,Surplus,EUR,Tracy House,Closed,Machinery Breakdown,2018-02-26,0.0,Howden,326738.76,175887.17,435285.57,Europe
POL-2016-000166-133B,2016-09-03,Africa & Middle East,Nigeria,Professional Indemnity,361254.57,230868.73,0.0,,,Atlantic Holdings  Nigeria,Catastrophic,28071706.31,0.012869,63727.78,13598.94,3014081.18,Aggregate XL,CHF,Gerald Hensley,,,,0.0,Gallagher,361254.57,230868.73,0.0,Other
