policy_id,period,region,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,gwp_usd,nep_usd,claims_paid_usd,continent
POL-115813,2016-01-30,South Africa,Cyber,641138.22,541021.25,310552.86,0.574,0.8533,Continental Re,Credit,2088749.39,0.02474,641138.22,541021.25,310552.86,Other
POL-117216,2016-01-30,Zambia,Liability,955083.87,850041.3,429837.08,0.5057,0.7736,Pinnacle Assurance,Credit,6207596.63,0.0398,955083.87,850041.3,429837.08,Other
POL-109979,2016-01-31,Ghana,Liability,732381.95,624637.23,372764.95,0.5968,0.7578,SunTrust Re,Market,4591601.53,0.02643,732381.95,624637.23,372764.95,Other
POL-103005,2016-01-31,Ghana,Motor,339157.17,290424.74,121348.72,0.4178,0.5934,Continental Re,Operational,2250223.64,0.03793,339157.17,290424.74,121348.72,Other
POL-101277,2016-01-31,Kenya,Liability,375444.46,308349.53,149775.16,0.4857,0.7309,Acentria Group,Weather,2185739.49,0.01531,375444.46,308349.53,149775.16,Africa
POL-112684,2016-01-31,Zambia,Agriculture,721552.15,554703.14,290119.74,0.523,0.7017,Metro Insurers,Weather,4083611.24,0.03494,721552.15,554703.14,290119.74,Other
POL-104876,2016-02-01,Nigeria,Aviation,385690.34,303233.92,152120.36,0.5017,0.6665,Pinnacle Assurance,Weather,2685026.11,0.02012,385690.34,303233.92,152120.36,Other
POL-113238,2016-02-01,Ethiopia,Agriculture,781927.77,581651.88,348941.41,0.5999,0.8667,AgriProtect,Nat Cat,4730182.44,0.03152,781927.77,581651.88,348941.41,Other
POL-113365,2016-02-01,Egypt,Engineering,1216308.8,1048425.69,512007.49,0.4884,0.7526,Metro Insurers,Cyber,5575825.19,0.02952,1216308.8,1048425.69,512007.49,Other
POL-111417,2016-02-01,Ethiopia,Motor,1324208.83,985471.36,542025.9,0.55,0.7956,Continental Re,Nat Cat,4384971.36,0.02924,1324208.83,985471.36,542025.9,Other
POL-100252,2016-02-01,Zambia,Aviation,1583964.68,1276893.64,557799.46,0.4368,0.7399,Pinnacle Assurance,Market,6536071.43,0.02812,1583964.68,1276893.64,557799.46,Other
POL-100204,2016-02-01,Ethiopia,Marine,291770.92,248097.51,126663.88,0.5105,0.7785,Metro Insurers,Operational,1226606.45,0.0188,291770.92,248097.51,126663.88,Other
POL-110073,2016-02-01,Rwanda,Engineering,283837.21,236095.85,118605.65,0.5024,0.6604,Zenith Cover,Cyber,1977187.03,0.04423,283837.21,236095.85,118605.65,Other
POL-113340,2016-02-01,Zambia,Motor,159138.79,126338.84,69576.62,0.5507,0.7984,AgriProtect,Operational,1266125.43,0.02955,159138.79,126338.84,69576.62,Other
POL-109992,2016-02-02,Ethiopia,Cyber,1558650.55,1162587.27,637834.59,0.5486,0.8392,AgriProtect,Cyber,4773377.48,0.01144,1558650.55,1162587.27,637834.59,Other
POL-116969,2016-02-02,Tanzania,Liability,475024.02,401563.35,217645.14,0.542,0.7752,Pinnacle Assurance,Weather,3725033.92,0.03158,475024.02,401563.35,217645.14,Other
POL-100212,2016-02-02,Ethiopia,Agriculture,986949.76,721387.6,414493.38,0.5746,0.8426,Pinnacle Assurance,Nat Cat,6835472.56,0.04031,986949.76,721387.6,414493.38,Other
POL-113738,2016-02-02,South Africa,Agriculture,1487978.37,1322999.79,705202.9,0.533,0.7226,Metro Insurers,Credit,6130202.13,0.02903,1487978.37,1322999.79,705202.9,Other
POL-102092,2016-02-02,Tanzania,Agriculture,1168913.85,956376.57,504612.88,0.5276,0.8439,Acentria Group,Operational,4272867.07,0.01215,1168913.85,956376.57,504612.88,Other
POL-112521,2016-02-02,Rwanda,Engineering,1182261.62,884459.74,536350.49,0.6064,0.8809,Pinnacle Assurance,Weather,4349330.49,0.04117,1182261.62,884459.74,536350.49,Other
POL-101867,2016-02-02,Egypt,Property,302129.94,275153.16,133856.1,0.4865,0.7402,SunTrust Re,Credit,2414235.56,0.01279,302129.94,275153.16,133856.1,Other
POL-117646,2016-02-02,Ethiopia,Aviation,746460.84,541898.73,321102.7,0.5926,0.7515,Continental Re,Market,3788308.61,0.02812,746460.84,541898.73,321102.7,Other
POL-104767,2016-02-02,Egypt,Cyber,542514.81,445394.06,277341.0,0.6227,0.8475,Pinnacle Assurance,Market,2671075.09,0.0249,542514.81,445394.06,277341.0,Other
POL-109974,2016-02-03,Uganda,Aviation,289181.14,237456.9,109036.62,0.4592,0.6546,Continental Re,Weather,1488020.1,0.02437,289181.14,237456.9,109036.62,Other
POL-112461,2016-02-03,Zambia,Engineering,201673.78,161894.69,74520.36,0.4603,0.6559,Zenith Cover,Cyber,888171.15,0.04182,201673.78,161894.69,74520.36,Other
POL-117214,2016-02-04,Uganda,Marine,242504.46,194362.17,89135.19,0.4586,0.7472,Acentria Group,Nat Cat,1712350.52,0.01893,242504.46,194362.17,89135.19,Other
POL-106805,2016-02-04,Zambia,Marine,1028092.43,953031.37,586615.29,0.6155,0.7952,Metro Insurers,Credit,4093692.61,0.04206,1028092.43,953031.37,586615.29,Other
POL-111218,2016-02-04,Nigeria,Liability,701457.23,563955.06,296568.25,0.5259,0.7644,Zenith Cover,Cyber,4763918.47,0.0165,701457.23,563955.06,296568.25,Other
POL-100099,2016-02-04,Ghana,Property,1619934.7,1392987.61,802497.2,0.5761,0.7802,Continental Re,Cyber,5065812.2,0.01267,1619934.7,1392987.61,802497.2,Other
POL-108869,2016-02-04,Egypt,Marine,87720.34,68320.44,39762.0,0.582,0.8669,Acentria Group,Market,699903.41,0.00975,87720.34,68320.44,39762.0,Other
POL-110867,2016-02-05,Egypt,Engineering,1011568.15,899829.63,560618.05,0.623,0.9029,Acentria Group,Credit,5625346.65,0.01242,1011568.15,899829.63,560618.05,Other
POL-113709,2016-02-05,Ethiopia,Motor,701093.87,644635.12,424930.81,0.6592,0.8506,Acentria Group,Nat Cat,2411874.65,0.02693,701093.87,644635.12,424930.81,Other
POL-105539,2016-02-05,Ethiopia,Liability,466228.68,401708.33,216643.32,0.5393,0.8554,Acentria Group,Nat Cat,1686298.89,0.02072,466228.68,401708.33,216643.32,Other
POL-102895,2016-02-05,Egypt,Motor,1293159.01,1214366.14,629222.96,0.5181,0.6701,AgriProtect,Credit,6881683.32,0.03013,1293159.01,1214366.14,629222.96,Other
POL-107826,2016-02-06,Rwanda,Aviation,1430191.04,1140806.86,695615.43,0.6098,0.9292,Metro Insurers,Market,8258672.78,0.03668,1430191.04,1140806.86,695615.43,Other
POL-110164,2016-02-06,South Africa,Liability,983449.23,871552.53,492125.21,0.5647,0.8183,SunTrust Re,Weather,6707998.76,0.03494,983449.23,871552.53,492125.21,Other
POL-104677,2016-02-06,Egypt,Property,1739331.24,1559301.37,819052.52,0.5253,0.7151,Coastal Mutual,Cyber,13428846.71,0.01955,1739331.24,1559301.37,819052.52,Other
POL-100276,2016-02-06,Nigeria,Engineering,1413467.73,1072052.52,610331.92,0.5693,0.8284,Coastal Mutual,Credit,8220458.61,0.02836,1413467.73,1072052.52,610331.92,Other
POL-112710,2016-02-07,Kenya,Aviation,695827.35,642950.34,297748.24,0.4631,0.6879,Acentria Group,Cyber,3037094.19,0.01369,695827.35,642950.34,297748.24,Africa
POL-103825,2016-02-07,Ghana,Liability,602622.3,498024.85,254434.97,0.5109,0.7697,Metro Insurers,Operational,4274679.92,0.03036,602622.3,498024.85,254434.97,Other
POL-100285,2016-02-08,Egypt,Motor,1109365.26,998120.2,584167.64,0.5853,0.8891,Acentria Group,Weather,7047674.09,0.01598,1109365.26,998120.2,584167.64,Other
POL-105524,2016-02-08,Rwanda,Engineering,1156980.76,942070.62,395490.16,0.4198,0.6811,Acentria Group,Credit,4116193.71,0.04429,1156980.76,942070.62,395490.16,Other
POL-105352,2016-02-08,Zambia,Property,881353.94,779109.24,344947.38,0.4427,0.6299,Pinnacle Assurance,Market,5184368.93,0.03514,881353.94,779109.24,344947.38,Other
POL-113625,2016-02-08,Nigeria,Cyber,92624.38,68304.34,38317.77,0.561,0.7251,AgriProtect,Credit,639848.4,0.03763,92624.38,68304.34,38317.77,Other
POL-103506,2016-02-08,Zambia,Property,934828.51,848889.52,431843.08,0.5087,0.7173,Pinnacle Assurance,Market,4349064.78,0.03183,934828.51,848889.52,431843.08,Other
POL-115158,2016-02-08,Zambia,Cyber,899007.06,825297.11,537836.12,0.6517,0.8446,Acentria Group,Operational,3450135.7,0.0237,899007.06,825297.11,537836.12,Other
POL-111053,2016-02-08,Tanzania,Property,1740298.8,1546473.2,759243.57,0.491,0.663,Coastal Mutual,Nat Cat,7419980.46,0.03388,1740298.8,1546473.2,759243.57,Other
POL-107525,2016-02-09,Zambia,Cyber,1200833.44,917744.12,530501.1,0.578,0.8946,Continental Re,Operational,7241732.88,0.04065,1200833.44,917744.12,530501.1,Other
POL-105605,2016-02-09,Tanzania,Cyber,288796.12,212182.98,100125.13,0.4719,0.6666,Zenith Cover,Nat Cat,1400508.1,0.00811,288796.12,212182.98,100125.13,Other
POL-106390,2016-02-09,Uganda,Liability,299807.35,279946.54,145604.82,0.5201,0.6919,AgriProtect,Weather,1408193.48,0.0374,299807.35,279946.54,145604.82,Other
POL-105679,2016-02-09,Tanzania,Aviation,723743.16,645390.25,437679.37,0.6782,0.8564,Acentria Group,Nat Cat,5471119.31,0.04263,723743.16,645390.25,437679.37,Other
POL-116638,2016-02-09,Kenya,Cyber,1158507.08,1045335.18,714632.29,0.6836,0.9496,Zenith Cover,Cyber,8550912.79,0.01586,1158507.08,1045335.18,714632.29,Africa
POL-103353,2016-02-10,Tanzania,Aviation,658403.42,613335.7,331388.36,0.5403,0.7374,SunTrust Re,Cyber,3696072.51,0.03442,658403.42,613335.7,331388.36,Other
POL-106227,2016-02-10,Ghana,Aviation,1015667.08,801585.42,450484.96,0.562,0.8386,Continental Re,Credit,5490848.51,0.0312,1015667.08,801585.42,450484.96,Other
POL-114097,2016-02-10,Tanzania,Liability,46488.64,39860.04,29866.13,0.7493,0.9119,Metro Insurers,Market,283271.95,0.0336,46488.64,39860.04,29866.13,Other
POL-113203,2016-02-10,Tanzania,Motor,1350029.4,1160603.96,571416.83,0.4923,0.7817,Coastal Mutual,Nat Cat,6656748.75,0.00931,1350029.4,1160603.96,571416.83,Other
POL-114931,2016-02-10,Egypt,Engineering,261556.08,221074.64,103437.02,0.4679,0.7155,Pinnacle Assurance,Operational,1818881.73,0.00957,261556.08,221074.64,103437.02,Other
POL-106346,2016-02-10,Tanzania,Property,1665662.99,1548689.79,1059458.8,0.6841,0.9365,Coastal Mutual,Cyber,7579012.64,0.04418,1665662.99,1548689.79,1059458.8,Other
POL-110820,2016-02-11,Uganda,Cyber,1368422.65,1062234.79,690816.63,0.6503,0.813,Continental Re,Credit,9559676.94,0.03262,1368422.65,1062234.79,690816.63,Other
POL-114220,2016-02-11,Tanzania,Engineering,1571781.41,1324006.57,610599.4,0.4612,0.699,Pinnacle Assurance,Credit,7521999.8,0.03946,1571781.41,1324006.57,610599.4,Other
POL-104054,2016-02-11,Rwanda,Liability,224779.14,175280.78,102777.78,0.5864,0.8238,SunTrust Re,Weather,1445233.79,0.01676,224779.14,175280.78,102777.78,Other
POL-107769,2016-02-11,Ethiopia,Motor,982266.75,776259.41,370348.56,0.4771,0.6485,Coastal Mutual,Market,4221240.75,0.02698,982266.75,776259.41,370348.56,Other
POL-103824,2016-02-11,Ethiopia,Property,896823.6,780319.09,305487.57,0.3915,0.5967,Metro Insurers,Operational,5440110.71,0.03702,896823.6,780319.09,305487.57,Other
POL-106566,2016-02-11,Zambia,Cyber,534690.1,422678.0,258053.62,0.6105,0.7762,SunTrust Re,Weather,1608487.06,0.01409,534690.1,422678.0,258053.62,Other
POL-111044,2016-02-12,Ethiopia,Marine,70152.51,57293.47,32319.82,0.5641,0.8295,Metro Insurers,Nat Cat,301001.06,0.03629,70152.51,57293.47,32319.82,Other
POL-104630,2016-02-12,Egypt,Cyber,45911.7,41063.06,21582.61,0.5256,0.6866,AgriProtect,Operational,292398.18,0.04408,45911.7,41063.06,21582.61,Other
POL-101689,2016-02-12,Ethiopia,Engineering,1556964.62,1459781.36,805494.91,0.5518,0.7957,Zenith Cover,Weather,12284376.54,0.04406,1556964.62,1459781.36,805494.91,Other
POL-114776,2016-02-12,Ethiopia,Aviation,859605.13,726011.47,436300.01,0.601,0.8079,SunTrust Re,Operational,5524860.12,0.02186,859605.13,726011.47,436300.01,Other
POL-111118,2016-02-12,Nigeria,Liability,687177.95,544520.58,296884.93,0.5452,0.8446,AgriProtect,Market,4752280.82,0.03001,687177.95,544520.58,296884.93,Other
POL-111538,2016-02-12,Nigeria,Aviation,1073228.31,828654.36,410813.58,0.4958,0.73,SunTrust Re,Nat Cat,6514944.16,0.01417,1073228.31,828654.36,410813.58,Other
POL-114714,2016-02-13,Ethiopia,Engineering,942176.76,765096.66,324026.38,0.4235,0.6762,Continental Re,Cyber,7333234.31,0.01936,942176.76,765096.66,324026.38,Other
POL-117119,2016-02-13,Ghana,Property,915432.55,736177.36,512567.12,0.6963,0.9006,Pinnacle Assurance,Nat Cat,5012629.61,0.01328,915432.55,736177.36,512567.12,Other
POL-104143,2016-02-13,Tanzania,Marine,1256640.9,1065267.65,596878.97,0.5603,0.7426,Coastal Mutual,Weather,9222634.22,0.01942,1256640.9,1065267.65,596878.97,Other
POL-110320,2016-02-13,Tanzania,Property,1181492.24,945239.29,468851.52,0.496,0.6537,Continental Re,Market,4552758.25,0.02737,1181492.24,945239.29,468851.52,Other
POL-108974,2016-02-13,Ghana,Engineering,90331.15,83249.43,40982.73,0.4923,0.7009,AgriProtect,Operational,543167.46,0.0423,90331.15,83249.43,40982.73,Other
POL-106503,2016-02-14,Egypt,Liability,1569543.03,1235139.16,719418.58,0.5825,0.8495,Continental Re,Nat Cat,6420940.72,0.03448,1569543.03,1235139.16,719418.58,Other
POL-117709,2016-02-14,Rwanda,Agriculture,55781.44,41981.1,21082.12,0.5022,0.7688,AgriProtect,Credit,265394.0,0.04461,55781.44,41981.1,21082.12,Other
POL-107699,2016-02-15,Rwanda,Marine,1477080.77,1184787.01,665493.55,0.5617,0.8187,Pinnacle Assurance,Credit,4907726.24,0.01693,1477080.77,1184787.01,665493.55,Other
POL-108840,2016-02-15,Egypt,Motor,465871.06,376075.44,210360.43,0.5594,0.8103,Continental Re,Weather,3426272.58,0.03365,465871.06,376075.44,210360.43,Other
POL-110017,2016-02-15,Nigeria,Liability,119932.59,101889.58,49680.05,0.4876,0.6901,Pinnacle Assurance,Credit,521714.1,0.01195,119932.59,101889.58,49680.05,Other
POL-105062,2016-02-15,Kenya,Agriculture,1646567.5,1321893.26,572689.25,0.4332,0.7072,AgriProtect,Weather,11181819.56,0.01811,1646567.5,1321893.26,572689.25,Africa
POL-112609,2016-02-16,Zambia,Property,1158447.63,957678.06,616260.32,0.6435,0.9122,Zenith Cover,Operational,5340321.78,0.01845,1158447.63,957678.06,616260.32,Other
POL-114802,2016-02-16,Rwanda,Cyber,386289.96,331160.22,208750.98,0.6304,0.9185,SunTrust Re,Weather,2535195.95,0.04336,386289.96,331160.22,208750.98,Other
POL-105261,2016-02-16,Kenya,Engineering,238151.93,197686.35,121892.0,0.6166,0.9111,Continental Re,Credit,1771796.32,0.03311,238151.93,197686.35,121892.0,Africa
POL-100129,2016-02-16,Kenya,Engineering,1479692.04,1244391.3,690306.24,0.5547,0.834,Continental Re,Cyber,5083603.49,0.02511,1479692.04,1244391.3,690306.24,Africa
POL-103806,2016-02-17,Nigeria,Cyber,1732525.22,1624415.93,647514.9,0.3986,0.5578,Zenith Cover,Operational,5257900.9,0.02773,1732525.22,1624415.93,647514.9,Other
POL-102487,2016-02-17,Zambia,Agriculture,481649.01,399602.24,240207.6,0.6011,0.9062,Zenith Cover,Weather,2316418.02,0.0169,481649.01,399602.24,240207.6,Other
POL-107175,2016-02-17,Ethiopia,Property,609403.19,514378.93,327121.52,0.636,0.8605,Zenith Cover,Operational,2317910.5,0.03916,609403.19,514378.93,327121.52,Other
POL-113497,2016-02-17,Egypt,Aviation,44231.13,32938.25,17870.78,0.5426,0.7996,SunTrust Re,Weather,141966.94,0.0156,44231.13,32938.25,17870.78,Other
POL-115346,2016-02-17,Egypt,Marine,292014.28,232328.16,142725.03,0.6143,0.8972,SunTrust Re,Operational,1975440.01,0.01782,292014.28,232328.16,142725.03,Other
POL-112463,2016-02-18,Rwanda,Engineering,1068437.08,821681.75,425599.5,0.518,0.7938,Coastal Mutual,Cyber,7633260.52,0.01835,1068437.08,821681.75,425599.5,Other
POL-108522,2016-02-18,Uganda,Motor,912171.41,677677.75,250149.25,0.3691,0.5822,Coastal Mutual,Operational,5975004.47,0.00974,912171.41,677677.75,250149.25,Other
POL-112272,2016-02-18,Kenya,Motor,740530.2,539599.13,283746.58,0.5258,0.6851,Acentria Group,Weather,5896951.95,0.01588,740530.2,539599.13,283746.58,Africa
POL-101549,2016-02-18,Tanzania,Liability,1327420.68,1151258.26,764861.18,0.6644,0.9772,Acentria Group,Nat Cat,4317760.6,0.02902,1327420.68,1151258.26,764861.18,Other
POL-114777,2016-02-18,Zambia,Agriculture,1413105.72,1042236.18,447504.0,0.4294,0.7078,Continental Re,Cyber,4449206.16,0.01455,1413105.72,1042236.18,447504.0,Other
POL-103750,2016-02-19,Ethiopia,Engineering,191399.77,177684.8,103749.07,0.5839,0.892,Continental Re,Cyber,824163.07,0.03985,191399.77,177684.8,103749.07,Other
POL-111845,2016-02-19,Ghana,Motor,148121.27,116893.23,68362.06,0.5848,0.8741,Acentria Group,Market,687857.02,0.03138,148121.27,116893.23,68362.06,Other
POL-108200,2016-02-19,Uganda,Liability,1139772.1,1016881.64,543044.52,0.534,0.697,Pinnacle Assurance,Credit,4951444.74,0.03046,1139772.1,1016881.64,543044.52,Other
POL-109145,2016-02-19,Uganda,Liability,508058.1,438545.99,218339.33,0.4979,0.7714,Zenith Cover,Cyber,2848876.76,0.02473,508058.1,438545.99,218339.33,Other
POL-114966,2016-02-19,Ghana,Agriculture,1637966.37,1456552.63,804999.79,0.5527,0.8254,Coastal Mutual,Weather,6290957.34,0.04347,1637966.37,1456552.63,804999.79,Other
POL-105990,2016-02-20,Uganda,Marine,1765366.38,1575830.93,896340.34,0.5688,0.7932,AgriProtect,Nat Cat,9705199.13,0.01472,1765366.38,1575830.93,896340.34,Other
POL-113228,2016-02-20,Ghana,Liability,614985.21,517550.07,271738.95,0.525,0.8024,Acentria Group,Market,1957523.62,0.0441,614985.21,517550.07,271738.95,Other
POL-112607,2016-02-20,Ghana,Liability,473892.52,407868.15,195742.47,0.4799,0.7881,Continental Re,Credit,2858977.6,0.01746,473892.52,407868.15,195742.47,Other
POL-100697,2016-02-20,Uganda,Marine,218698.06,184033.2,119847.84,0.6512,0.8372,SunTrust Re,Nat Cat,1408648.37,0.02157,218698.06,184033.2,119847.84,Other
POL-114440,2016-02-21,Uganda,Marine,260822.92,206367.74,74166.29,0.3594,0.6743,Continental Re,Weather,1856462.97,0.03041,260822.92,206367.74,74166.29,Other
POL-106978,2016-02-21,Egypt,Property,1326936.09,1101947.69,639230.82,0.5801,0.7455,Zenith Cover,Operational,10358468.93,0.01507,1326936.09,1101947.69,639230.82,Other
POL-104920,2016-02-21,Uganda,Liability,861557.47,796195.86,368096.06,0.4623,0.6565,Coastal Mutual,Market,6103574.09,0.03863,861557.47,796195.86,368096.06,Other
POL-109593,2016-02-21,Kenya,Cyber,53681.5,48611.28,26408.69,0.5433,0.8533,SunTrust Re,Nat Cat,363601.81,0.01065,53681.5,48611.28,26408.69,Africa
POL-110143,2016-02-22,Nigeria,Agriculture,396732.33,345501.51,217680.96,0.63,0.9145,Continental Re,Cyber,2147083.43,0.02093,396732.33,345501.51,217680.96,Other
POL-105820,2016-02-22,Rwanda,Cyber,1489050.71,1355628.01,910709.61,0.6718,0.9572,Zenith Cover,Market,7884214.87,0.0194,1489050.71,1355628.01,910709.61,Other
POL-115130,2016-02-23,Ethiopia,Liability,507354.43,408600.05,263406.21,0.6447,0.8418,Continental Re,Weather,3742874.71,0.03862,507354.43,408600.05,263406.21,Other
POL-116625,2016-02-23,Zambia,Cyber,1189669.29,1047065.75,668028.14,0.638,0.9268,AgriProtect,Nat Cat,5204678.87,0.02037,1189669.29,1047065.75,668028.14,Other
POL-110029,2016-02-23,South Africa,Engineering,1285529.27,1053990.6,505298.87,0.4794,0.7619,SunTrust Re,Cyber,8587245.29,0.02863,1285529.27,1053990.6,505298.87,Other
POL-103219,2016-02-23,Kenya,Marine,702079.31,600886.48,381516.37,0.6349,0.9474,Continental Re,Cyber,3619485.26,0.03799,702079.31,600886.48,381516.37,Africa
POL-109613,2016-02-23,Nigeria,Cyber,972924.59,748052.69,367684.52,0.4915,0.768,Coastal Mutual,Operational,3561179.51,0.01221,972924.59,748052.69,367684.52,Other
POL-115966,2016-02-23,Ghana,Engineering,1278947.22,927557.02,566287.28,0.6105,0.9248,Continental Re,Cyber,6229735.27,0.02921,1278947.22,927557.02,566287.28,Other
POL-106234,2016-02-24,Tanzania,Engineering,1749872.31,1432907.83,788346.13,0.5502,0.7301,Acentria Group,Market,12604352.1,0.03956,1749872.31,1432907.83,788346.13,Other
POL-108566,2016-02-24,Ghana,Cyber,189147.38,138103.6,67388.98,0.488,0.6842,Zenith Cover,Cyber,1370524.35,0.04171,189147.38,138103.6,67388.98,Other
POL-104078,2016-02-24,Kenya,Marine,1693016.61,1580811.3,992990.15,0.6282,0.9296,SunTrust Re,Cyber,9248632.95,0.0104,1693016.61,1580811.3,992990.15,Africa
POL-107733,2016-02-24,Tanzania,Agriculture,1076338.44,962050.59,571343.22,0.5939,0.7858,Pinnacle Assurance,Credit,7212497.07,0.02251,1076338.44,962050.59,571343.22,Other
POL-110764,2016-02-24,Kenya,Cyber,879261.01,753996.13,413324.07,0.5482,0.8092,Continental Re,Credit,5100931.41,0.01736,879261.01,753996.13,413324.07,Africa
POL-105715,2016-02-24,South Africa,Aviation,970552.59,852692.74,589683.82,0.6916,1.0016,AgriProtect,Credit,7132167.37,0.028,970552.59,852692.74,589683.82,Other
POL-101959,2016-02-25,Ghana,Cyber,1774227.72,1377828.21,713966.12,0.5182,0.7526,Coastal Mutual,Operational,9857250.01,0.00953,1774227.72,1377828.21,713966.12,Other
POL-100656,2016-02-25,Tanzania,Engineering,191851.37,170404.84,114835.7,0.6739,0.889,SunTrust Re,Weather,647190.49,0.01095,191851.37,170404.84,114835.7,Other
POL-100955,2016-02-25,Tanzania,Aviation,179369.39,135477.21,83968.79,0.6198,0.8028,Metro Insurers,Operational,1420958.64,0.02667,179369.39,135477.21,83968.79,Other
POL-106985,2016-02-25,South Africa,Motor,1073020.8,790357.11,486473.35,0.6155,0.8303,Acentria Group,Weather,3433485.76,0.03167,1073020.8,790357.11,486473.35,Other
POL-106082,2016-02-26,Kenya,Cyber,206179.9,190456.41,105799.34,0.5555,0.7947,AgriProtect,Cyber,621852.18,0.02237,206179.9,190456.41,105799.34,Africa
POL-116209,2016-02-26,Uganda,Marine,864172.26,800886.91,345951.07,0.432,0.7174,Pinnacle Assurance,Credit,6682558.64,0.04458,864172.26,800886.91,345951.07,Other
POL-113852,2016-02-26,Uganda,Agriculture,1233890.71,1045636.36,570674.6,0.5458,0.7144,Metro Insurers,Credit,7578530.0,0.01326,1233890.71,1045636.36,570674.6,Other
