policy_id,period,region,sub_region,country,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,ceded_premium,commission,retention,treaty_type,currency,underwriter,claim_status,cause_of_loss,settlement_date,reserve,broker,gwp_usd,nep_usd,claims_paid_usd,continent
AFR-POL-2012-000081-0627,2012-06-22,Africa,East Africa,Tanzania,Casualty,60745.02,37209.15,0.0,,,Horizon Holdings  Tanzania,Medium,604055.71,0.100562,21146.76,3249.91,1674752.54,Proportional,USD,James Jones,,,,0.0,Aon,60745.02,37209.15,0.0,Africa
AFR-POL-2024-000082-D965,2024-05-25,Africa,West Africa,Cameroon,Motor,11585.78,6472.04,5970.46,0.9225,1.3002,Pan-African Assurance  Cameroon,Catastrophic,217301.22,0.053317,2583.43,539.65,1844.53,Proportional,USD,Harold Perez,Settled,Industrial Accident,2025-12-23,0.0,Marsh,11585.78,6472.04,5970.46,Africa
AFR-POL-2013-000083-8CE4,2013-09-18,Africa,North Africa,Egypt,Credit,49471.7,36271.53,0.0,,,Pan-African Group  Egypt,Emerging,689813.6,0.071717,10974.03,1550.22,3457.64,Proportional,EGP,Mary Jackson,,,,0.0,Jubilee Brokers,49471.7,36271.53,0.0,Africa
AFR-POL-2008-000084-E0F7,2008-10-20,Africa,Central Africa,Angola,Travel,75002.45,40790.82,18123.36,0.4443,0.6955,Regional PLC  Angola,High,6967778.21,0.010764,24700.7,5062.23,50863.73,Excess of Loss,ZAR,Shelby Robertson,Open,Business Interruption,,13189.55,Howden,75002.45,40790.82,18123.36,Africa
AFR-POL-2015-000085-FCDA,2015-07-31,Africa,Southern Africa,Zambia,Property,17934.49,6958.2,6832.26,0.9819,1.1913,Ramos PLC (Zambia),Medium,953026.51,0.018818,5729.57,1342.73,1067098.15,Stop Loss,USD,Cameron Proctor,In Litigation,Fire,,7045.74,Old Mutual Intermediaries,17934.49,6958.2,6832.26,Africa
AFR-POL-2005-000086-10C5,2005-11-21,Africa,North Africa,Morocco,Travel,195480.18,60606.44,0.0,,,Horizon Underwriters  Morocco,Emerging,2328364.17,0.083956,87854.86,13297.15,18611.53,Proportional,MAD,Jade Johnson,,,,0.0,Howden,195480.18,60606.44,0.0,Africa
AFR-POL-2008-000087-0FF3,2008-06-13,Africa,East Africa,Tanzania,Property,43801.05,32707.21,25698.05,0.7857,1.0708,Ubuntu Mutual of Tanzania,High,564324.22,0.077617,8981.28,1037.3,3629.85,Quota Share,EUR,Rick Johnson,Open,Storm,,19309.51,Independent African Agents,43801.05,32707.21,25698.05,Africa
AFR-POL-2005-000088-602F,2005-04-23,Africa,West Africa,Nigeria,Surety,61418.81,41448.75,0.0,,,Ubuntu PLC of Nigeria,High,526685.61,0.116614,16698.79,3595.4,4043.63,Aggregate XL,NGN,David Bell,,,,0.0,Aon,61418.81,41448.75,0.0,Africa
AFR-POL-2020-000089-4CCD,2020-04-23,Africa,North Africa,Algeria,Property,253159.24,73403.83,0.0,,,"Ramirez, Lee and Everett (Algeria)",Low,10775071.75,0.023495,140467.58,30937.07,115305.67,Proportional,EUR,Arthur Kelly,,,,0.0,Aon,253159.24,73403.83,0.0,Africa
AFR-POL-2011-000090-67EE,2011-02-18,Africa,Southern Africa,South Africa,Professional Indemnity,72421.56,21159.48,0.0,,,Reid Group (South Africa),Medium,4051845.24,0.017874,45510.6,5222.84,1807050.44,Stop Loss,USD,Jade Johnson,,,,0.0,Gallagher,72421.56,21159.48,0.0,Africa
AFR-POL-2007-000091-4A75,2007-11-29,Africa,West Africa,Cameroon,Directors & Officers,30162.4,19700.99,17323.08,0.8793,1.1998,Salinas-West (Cameroon),Emerging,5758349.84,0.005238,7360.37,1919.5,2423400.53,Quota Share,XAF,Jeffrey Smith,Denied,Medical Expense,,0.0,Old Mutual Intermediaries,30162.4,19700.99,17323.08,Africa
AFR-POL-2008-000092-6FE2,2008-05-09,Africa,North Africa,Morocco,Casualty,169518.85,54289.55,58144.11,1.071,1.4157,Hudson Ltd (Morocco),Low,7233255.82,0.023436,107180.11,11378.94,1452172.18,Stop Loss,USD,Arthur Kelly,Settled,Business Interruption,2009-05-05,0.0,Aon,169518.85,54289.55,58144.11,Africa
AFR-POL-2009-000093-7BC6,2009-03-03,Africa,Southern Africa,South Africa,Terrorism,76931.56,27721.53,0.0,,,National Ltd of South Africa,Medium,1417967.23,0.054255,48325.13,8978.16,11292.03,Quota Share,USD,George Cook,,,,0.0,Independent African Agents,76931.56,27721.53,0.0,Africa
AFR-POL-2013-000094-472D,2013-05-03,Africa,East Africa,Uganda,Marine,13486.11,8559.42,6428.98,0.7511,1.0712,Holmes-Moore (Uganda),Low,503939.73,0.026761,2267.79,299.89,2490034.42,Excess of Loss,USD,Ryan Mack,Pending,Theft,,5970.56,Aon,13486.11,8559.42,6428.98,Africa
AFR-POL-2018-000095-2541,2018-11-12,Africa,North Africa,Tunisia,Liability,45639.2,25940.84,0.0,,,Continental Holdings of Tunisia,Medium,441549.89,0.103361,19634.39,4948.46,1730.41,Stop Loss,MAD,Jeffrey Fisher,,,,0.0,African Risk Capacity,45639.2,25940.84,0.0,Africa
AFR-POL-2016-000096-E61E,2016-10-31,Africa,North Africa,Algeria,Engineering,2690.29,1821.76,1340.63,0.7359,1.0668,Horizon Underwriters  Algeria,High,70240.53,0.038301,404.93,114.62,799.14,Surplus,USD,James Mays,Open,Flood,,402.77,Sanlam Brokers,2690.29,1821.76,1340.63,Africa
AFR-POL-2006-000097-474C,2006-02-25,Africa,Southern Africa,Botswana,Microinsurance,45103.31,6997.63,2524.74,0.3608,0.7503,Nile Ltd of Botswana,Catastrophic,1266127.72,0.035623,33671.61,9640.06,5814.04,Facultative,USD,Aaron Graham,Denied,Industrial Accident,,0.0,Willis Towers Watson,45103.31,6997.63,2524.74,Africa
AFR-POL-2009-000098-0744,2009-05-19,Africa,North Africa,Egypt,Travel,21139.5,5164.92,0.0,,,Lee and Sons (Egypt),Catastrophic,617053.52,0.034259,15095.4,1711.29,7292.11,Proportional,USD,Angel Benson,,,,0.0,African Risk Capacity,21139.5,5164.92,0.0,Africa
AFR-POL-2015-000099-781E,2015-06-13,Africa,East Africa,Kenya,Workers Compensation,138586.8,104724.57,290862.02,2.7774,3.1641,Compton and Sons (Kenya),Medium,1257393.12,0.110218,13412.55,3615.31,7566.24,Excess of Loss,KES,Thomas Berry,Open,Flood,,132154.11,Jubilee Brokers,138586.8,104724.57,290862.02,Africa
AFR-POL-2014-000100-6AF7,2014-07-24,Africa,Southern Africa,Mauritius,Political Risk,89596.87,20186.73,32450.17,1.6075,1.9138,Jones Inc (Mauritius),Emerging,883870.42,0.101369,64338.69,11022.65,5816.44,Surplus,ZAR,James Hammond,In Litigation,Natural Catastrophe,,9471.28,Local Broker Network,89596.87,20186.73,32450.17,Africa
AFR-POL-2007-000101-FF3C,2007-03-13,Africa,Southern Africa,Eswatini,Surety,3935.58,1332.02,0.0,,,Guardian Re of Eswatini,Emerging,48930.65,0.080432,1703.02,321.44,1153497.21,Stop Loss,ZAR,Robert Clark,,,,0.0,Sanlam Brokers,3935.58,1332.02,0.0,Africa
AFR-POL-2005-000102-B96F,2005-07-05,Africa,West Africa,Nigeria,Motor,62606.51,31101.53,0.0,,,Continental Assurance of Nigeria,Low,2493870.53,0.025104,19947.51,5418.68,10898.63,Proportional,NGN,Craig Gonzalez,,,,0.0,Aon,62606.51,31101.53,0.0,Africa
AFR-POL-2013-000103-241F,2013-03-01,Africa,West Africa,Ghana,Casualty,18837.5,5274.4,5411.01,1.0259,1.2843,Regional PLC  Ghana,Medium,172881.34,0.108962,10702.12,1236.1,1659894.83,Stop Loss,USD,Mary Jackson,Denied,Machinery Breakdown,,0.0,African Risk Capacity,18837.5,5274.4,5411.01,Africa
AFR-POL-2022-000104-6661,2022-12-15,Africa,East Africa,Kenya,Marine,107201.12,68305.6,41652.75,0.6098,0.9634,Ubuntu Assurance of Kenya,Low,1335887.99,0.080247,36225.66,4365.72,4146.6,Facultative,KES,Mary Jackson,Pending,Fire,,56492.27,Howden,107201.12,68305.6,41652.75,Africa
AFR-POL-2019-000105-2D4A,2019-07-27,Africa,Southern Africa,Zambia,Microinsurance,2015.61,824.67,0.0,,,Gutierrez LLC (Zambia),Low,50032.8,0.040286,619.41,157.09,839575.83,Facultative,ZAR,Stefanie Tucker,,,,0.0,Jubilee Brokers,2015.61,824.67,0.0,Africa
AFR-POL-2022-000106-AF95,2022-07-24,Africa,Southern Africa,Malawi,Aviation,46524.26,20763.31,18049.55,0.8693,1.1238,Guardian Mutual  Malawi,Emerging,417474.96,0.111442,19243.74,2657.58,1956.73,Stop Loss,ZAR,Hannah Pitts,Pending,Mortality,,14489.25,Regional Partners,46524.26,20763.31,18049.55,Africa
AFR-POL-2019-000107-B9E8,2019-11-04,Africa,West Africa,Guinea,Travel,49303.46,28436.75,23775.97,0.8361,1.0705,"Johnson, Middleton and Wright (Guinea)",Medium,698064.31,0.070629,10070.11,2983.61,5912.71,Aggregate XL,USD,Rachel Webb,Closed,Liability Claim,2022-08-15,0.0,Regional Partners,49303.46,28436.75,23775.97,Africa
AFR-POL-2013-000108-E211,2013-09-11,Africa,Central Africa,Angola,Marine,152921.38,87294.85,0.0,,,Guardian Insurers of Angola,Catastrophic,4871669.31,0.03139,65469.9,18617.35,620387.61,Stop Loss,ZAR,Antonio Taylor,,,,0.0,Local Broker Network,152921.38,87294.85,0.0,Africa
AFR-POL-2011-000109-DC8E,2011-10-23,Africa,North Africa,Egypt,Catastrophe,203955.51,94489.29,136792.15,1.4477,1.8436,Pan-African Mutual  Egypt,Low,5150406.72,0.0396,81975.77,22456.4,41604.26,Quota Share,EGP,Mark Booker,Settled,Theft,2013-11-17,0.0,Aon,203955.51,94489.29,136792.15,Africa
AFR-POL-2018-000110-DD90,2018-06-01,Africa,Southern Africa,South Africa,Travel,237425.09,131926.01,0.0,,,Hale-Ho (South Africa),Emerging,28950677.35,0.008201,45769.93,8345.24,156620.96,Surplus,EUR,Thomas Berry,,,,0.0,Willis Towers Watson,237425.09,131926.01,0.0,Africa
AFR-POL-2016-000111-8596,2016-05-18,Africa,East Africa,Kenya,Travel,92594.55,50976.04,0.0,,,Regional Re of Kenya,Catastrophic,3608991.98,0.025657,22305.78,6237.65,13634.19,Quota Share,USD,Veronica Barnett,,,,0.0,Willis Towers Watson,92594.55,50976.04,0.0,Africa
AFR-POL-2019-000112-AC6B,2019-10-24,Africa,Southern Africa,Namibia,Marine,47356.08,26253.33,48560.78,1.8497,2.1151,Rodriguez-Lambert (Namibia),Medium,426966.07,0.110913,16966.23,4165.95,1465875.22,Facultative,USD,Kimberly Thomas,Closed,Business Interruption,2022-01-02,0.0,Sanlam Brokers,47356.08,26253.33,48560.78,Africa
AFR-POL-2013-000113-2FCF,2013-07-08,Africa,North Africa,Morocco,Travel,157267.95,81524.1,75442.4,0.9254,1.2229,Guardian Company  Morocco,Specialty,4086979.8,0.03848,37680.87,8641.06,1618480.61,Aggregate XL,MAD,Ryan Mack,In Litigation,Drought,,30905.92,Independent African Agents,157267.95,81524.1,75442.4,Africa
AFR-POL-2017-000114-01AB,2017-11-29,Africa,West Africa,Ivory Coast,Catastrophe,9299.8,4301.21,11037.33,2.5661,2.9631,Lewis-Johnson (Ivory Coast),Emerging,573997.7,0.016202,4041.56,1178.18,3682.66,Facultative,XOF,Jeffrey Smith,Open,Motor Accident,,13879.75,Lockton,9299.8,4301.21,11037.33,Africa
AFR-POL-2022-000115-BDCE,2022-06-08,Africa,West Africa,Liberia,Aviation,29739.18,13683.17,0.0,,,Hartman-Owens (Liberia),Catastrophic,422548.06,0.070381,8762.58,1220.63,1640288.63,Aggregate XL,EUR,Melinda Little,,,,0.0,Regional Partners,29739.18,13683.17,0.0,Africa
AFR-POL-2007-000116-ED3D,2007-01-07,Africa,East Africa,Uganda,Political Risk,95169.76,50256.25,48582.72,0.9667,1.3118,Horizon Mutual of Uganda,Catastrophic,1691596.61,0.05626,16101.33,3845.29,8744.43,Aggregate XL,ZAR,Kyle Jones,Settled,Medical Expense,2007-06-21,0.0,Gallagher,95169.76,50256.25,48582.72,Africa
AFR-POL-2024-000117-A455,2024-12-02,Africa,Southern Africa,South Africa,Credit,28371.15,8618.72,8866.08,1.0287,1.3242,Walker-Bates (South Africa),Emerging,3607797.22,0.007864,18533.89,5107.53,21854.39,Aggregate XL,EUR,Steven Peterson,Pending,Mortality,,3080.18,African Risk Capacity,28371.15,8618.72,8866.08,Africa
AFR-POL-2012-000118-5819,2012-05-25,Africa,Southern Africa,Lesotho,Property,8812.41,6767.95,0.0,,,Myers-Lopez (Lesotho),Specialty,1087012.65,0.008107,1941.51,242.92,9882.58,Proportional,ZAR,Jade Johnson,,,,0.0,Lockton,8812.41,6767.95,0.0,Africa
AFR-POL-2023-000119-8052,2023-10-21,Africa,West Africa,Nigeria,Travel,25287.57,21423.72,9531.41,0.4449,0.7269,Continental Mutual of Nigeria,Catastrophic,334691.18,0.075555,1346.66,167.32,1428604.83,Surplus,NGN,Melinda Little,Settled,Drought,2024-06-06,0.0,Independent African Agents,25287.57,21423.72,9531.41,Africa
AFR-POL-2018-000120-91AC,2018-12-02,Africa,Southern Africa,South Africa,Property,81170.14,17851.25,7001.26,0.3922,0.6841,Sahara Underwriters of South Africa,Low,2227899.28,0.036433,60270.51,14074.4,9509.04,Quota Share,ZAR,Mark Booker,Pending,Mortality,,10054.84,Sanlam Brokers,81170.14,17851.25,7001.26,Africa
AFR-POL-2008-000121-A91B,2008-11-02,Africa,East Africa,Uganda,Casualty,11839.67,7012.3,0.0,,,Terrell Group (Uganda),High,254801.13,0.046466,2453.77,253.03,2348.78,Surplus,ZAR,Steven Johnson,,,,0.0,Howden,11839.67,7012.3,0.0,Africa
AFR-POL-2013-000122-CD03,2013-11-10,Africa,West Africa,Nigeria,Aviation,906983.66,415926.98,360400.73,0.8665,1.0999,Sahara Assurance  Nigeria,Medium,77014211.18,0.011777,220507.82,41745.72,1248304.0,Facultative,NGN,Robert Clark,Closed,Liability Claim,2016-06-11,0.0,Howden,906983.66,415926.98,360400.73,Africa
AFR-POL-2011-000123-9CFF,2011-06-07,Africa,West Africa,Nigeria,Surety,5738.03,3275.46,0.0,,,Mitchell Group (Nigeria),Catastrophic,150580.32,0.038106,1430.39,364.88,864.16,Aggregate XL,USD,Robert Clark,,,,0.0,Howden,5738.03,3275.46,0.0,Africa
AFR-POL-2016-000124-1420,2016-07-14,Africa,East Africa,Tanzania,Property,144009.71,40671.64,0.0,,,Premier Mutual of Tanzania,Medium,1737396.55,0.082888,74708.85,8191.09,1913746.44,Aggregate XL,USD,Hannah Pitts,,,,0.0,Lockton,144009.71,40671.64,0.0,Africa
AFR-POL-2022-000125-99C0,2022-09-29,Africa,Southern Africa,South Africa,Workers Compensation,49719.7,15507.67,16073.7,1.0365,1.3961,Horizon Holdings of South Africa,Catastrophic,826395.66,0.060165,23491.92,2037.63,7214.95,Stop Loss,EUR,Stephanie Lee DDS,In Litigation,Political Violence,,17463.01,Marsh,49719.7,15507.67,16073.7,Africa
AFR-POL-2021-000126-77F6,2021-12-17,Africa,Southern Africa,Madagascar,Agriculture,136628.87,80317.79,139801.15,1.7406,2.113,Nile Group  Madagascar,Catastrophic,7261624.98,0.018815,50162.4,9941.33,56285.34,Aggregate XL,USD,Danny Mason,Open,Political Violence,,68396.15,Local Broker Network,136628.87,80317.79,139801.15,Africa
AFR-POL-2019-000127-E7AB,2019-02-21,Africa,West Africa,Sierra Leone,Credit,95802.96,62558.39,0.0,,,Continental Re of Sierra Leone,Specialty,1943579.36,0.049292,22871.71,5957.14,4878.49,Facultative,EUR,Jeffrey Smith,,,,0.0,Local Broker Network,95802.96,62558.39,0.0,Africa
AFR-POL-2018-000128-481E,2018-10-04,Africa,North Africa,Egypt,Professional Indemnity,110065.44,78682.05,81553.94,1.0365,1.3507,Pan-African Insurance  Egypt,Catastrophic,2704773.22,0.040693,11983.05,1714.41,13318.36,Quota Share,EGP,Kenneth Rogers,In Litigation,Medical Expense,,66949.18,African Risk Capacity,110065.44,78682.05,81553.94,Africa
AFR-POL-2012-000129-9A78,2012-06-15,Africa,West Africa,Niger,Terrorism,157803.85,45026.81,41879.44,0.9301,1.2951,Nile Assurance of Niger,Medium,1547224.6,0.101992,106852.39,27846.4,7047.15,Proportional,USD,Aaron Graham,Open,Medical Expense,,25975.16,Old Mutual Intermediaries,157803.85,45026.81,41879.44,Africa
AFR-POL-2009-000130-136B,2009-05-02,Africa,Southern Africa,South Africa,Health,91250.7,33765.1,0.0,,,Ubuntu Company  South Africa,Emerging,2824915.93,0.032302,40195.57,3294.35,8792.93,Quota Share,ZAR,Ryan Mack,,,,0.0,Aon,91250.7,33765.1,0.0,Africa
AFR-POL-2012-000131-ED72,2012-10-28,Africa,West Africa,Ivory Coast,Microinsurance,10128.66,4070.6,0.0,,,"Le, Rodriguez and Martinez (Ivory Coast)",Low,314855.8,0.032169,6037.97,1429.01,3599.74,Proportional,EUR,Mark Villanueva,,,,0.0,Regional Partners,10128.66,4070.6,0.0,Africa
AFR-POL-2016-000132-DEDE,2016-09-29,Africa,Southern Africa,South Africa,Cyber,239027.08,95006.8,0.0,,,Pan-African Assurance  South Africa,Specialty,2073075.49,0.115301,69422.68,14651.34,9306.28,Quota Share,USD,Arthur Kelly,,,,0.0,Aon,239027.08,95006.8,0.0,Africa
AFR-POL-2011-000133-C788,2011-03-16,Africa,North Africa,Sudan,Liability,12776.05,5240.51,2564.71,0.4894,0.7805,Arnold-Smith (Sudan),High,147882.77,0.086393,7263.41,2075.52,954.82,Proportional,USD,Jerome Whitehead,Open,Mortality,,1892.67,Sanlam Brokers,12776.05,5240.51,2564.71,Africa
AFR-POL-2010-000134-E0E4,2010-08-27,Africa,North Africa,Egypt,Motor,2030297.15,1384834.76,0.0,,,"Gomez, Cox and Myers (Egypt)",Low,34967380.11,0.058063,633933.54,170515.91,81680.34,Surplus,USD,Kenneth Rogers,,,,0.0,Aon,2030297.15,1384834.76,0.0,Africa
AFR-POL-2021-000135-5E0E,2021-04-25,Africa,West Africa,Nigeria,Property,487675.92,185555.01,105154.02,0.5667,0.8729,Savanna PLC of Nigeria,Medium,4947998.71,0.09856,252710.11,61722.82,58901.54,Quota Share,NGN,Ryan Mack,Settled,Medical Expense,2023-10-06,0.0,Aon,487675.92,185555.01,105154.02,Africa
AFR-POL-2005-000136-DEEB,2005-11-22,Africa,East Africa,Tanzania,Life,12289.86,3321.45,0.0,,,Pan-African Holdings  Tanzania,Emerging,265968.68,0.046208,8960.46,1391.66,1843.36,Facultative,ZAR,Evan Peterson,,,,0.0,African Risk Capacity,12289.86,3321.45,0.0,Africa
AFR-POL-2021-000137-8211,2021-07-06,Africa,North Africa,Egypt,Agriculture,549429.36,336922.24,0.0,,,Rodriguez Inc (Egypt),Emerging,7104589.43,0.077334,29659.69,5156.34,2497981.4,Aggregate XL,USD,Cynthia Webb,,,,0.0,Howden,549429.36,336922.24,0.0,Africa
AFR-POL-2018-000138-2C25,2018-05-29,Africa,North Africa,Morocco,Casualty,149193.37,101753.18,0.0,,,National Re of Morocco,Emerging,2583981.0,0.057738,35554.52,3854.83,14973.36,Stop Loss,MAD,James Hammond,,,,0.0,Marsh,149193.37,101753.18,0.0,Africa
AFR-POL-2014-000139-1EFF,2014-01-31,Africa,Central Africa,Republic of the Congo,Professional Indemnity,36131.56,17268.35,11234.79,0.6506,0.8844,Regional Ltd  Republic of the Congo,Specialty,376564.32,0.095951,12019.09,1153.31,119693.58,Quota Share,USD,Kenneth Rogers,Denied,Political Violence,,0.0,Old Mutual Intermediaries,36131.56,17268.35,11234.79,Africa
AFR-POL-2010-000140-261A,2010-12-11,Africa,Central Africa,Angola,Life,88731.69,34471.03,12837.01,0.3724,0.7259,Pan-African Insurance of Angola,Low,1073914.8,0.082625,48322.63,7166.59,8724.5,Surplus,USD,Jennifer Robbins,In Litigation,Medical Expense,,6972.43,African Risk Capacity,88731.69,34471.03,12837.01,Africa
AFR-POL-2012-000141-1151,2012-11-02,Africa,North Africa,Morocco,Energy,659069.85,475522.29,0.0,,,Pan-African Company of Morocco,Specialty,14226514.0,0.046327,168838.49,30059.54,1950644.56,Surplus,MAD,Steven Johnson,,,,0.0,Old Mutual Intermediaries,659069.85,475522.29,0.0,Africa
AFR-POL-2025-000142-2970,2025-12-30,Africa,West Africa,Mali,Marine,6601.97,4976.58,4864.11,0.9774,1.1845,"Beck, Fitzgerald and Deleon (Mali)",Specialty,310360.22,0.021272,1434.44,240.09,2624.35,Surplus,USD,Stephanie Lee DDS,In Litigation,Pandemic Related,,7250.07,Sanlam Brokers,6601.97,4976.58,4864.11,Africa
AFR-POL-2010-000143-751F,2010-05-29,Africa,Southern Africa,Mauritius,Liability,13083.29,9194.3,0.0,,,African Assurance of Mauritius,High,129411.73,0.101098,2784.6,635.54,1435.94,Surplus,EUR,Danny Mason,,,,0.0,African Risk Capacity,13083.29,9194.3,0.0,Africa
AFR-POL-2015-000144-199B,2015-03-30,Africa,Southern Africa,South Africa,Casualty,349769.75,176460.18,194035.61,1.0996,1.3184,Savanna Assurance  South Africa,Specialty,9610657.53,0.036394,29819.02,2450.91,77390.27,Facultative,ZAR,David Bell,In Litigation,Theft,,185616.67,Howden,349769.75,176460.18,194035.61,Africa
AFR-POL-2010-000145-9B0C,2010-07-15,Africa,West Africa,Benin,Casualty,71933.79,35616.19,38315.9,1.0758,1.4634,Chung and Sons (Benin),High,2728982.85,0.026359,17251.24,5124.97,15253.04,Proportional,XOF,Arthur Kelly,Denied,Machinery Breakdown,,0.0,Willis Towers Watson,71933.79,35616.19,38315.9,Africa
AFR-POL-2011-000146-B8F3,2011-11-02,Africa,East Africa,Ethiopia,Microinsurance,6751.5,2088.63,0.0,,,Regional PLC  Ethiopia,High,139506.01,0.048396,4445.95,706.16,403051.26,Quota Share,EUR,Jerome Whitehead,,,,0.0,African Risk Capacity,6751.5,2088.63,0.0,Africa
AFR-POL-2012-000147-5AA8,2012-01-31,Africa,East Africa,Kenya,Microinsurance,71972.99,32170.37,22416.31,0.6968,1.094,African Assurance of Kenya,Medium,2759832.46,0.026079,17976.02,4379.93,18930.98,Quota Share,USD,Rachel Webb,Denied,Fire,,0.0,Local Broker Network,71972.99,32170.37,22416.31,Africa
AFR-POL-2006-000148-17FC,2006-04-29,Africa,North Africa,Egypt,Surety,40219.23,25835.84,26946.78,1.043,1.2852,Martinez-Alvarez (Egypt),Specialty,492655.46,0.081638,8537.81,1413.6,1952.93,Quota Share,EGP,William Wallace,In Litigation,Natural Catastrophe,,11853.23,Marsh,40219.23,25835.84,26946.78,Africa
AFR-POL-2012-000149-0E86,2012-12-12,Africa,West Africa,Nigeria,Life,786873.37,251443.62,111842.12,0.4448,0.8272,Pan-African Holdings of Nigeria,Low,6806360.83,0.115609,431836.23,81059.37,55020.66,Stop Loss,USD,Craig Gonzalez,Open,Cyber Attack,,75828.47,Aon,786873.37,251443.62,111842.12,Africa
AFR-POL-2013-000150-6ACD,2013-01-20,Africa,Central Africa,Chad,Catastrophe,47960.86,37745.63,87011.23,2.3052,2.6737,Continental Insurance of Chad,Specialty,665802.19,0.072035,8356.3,1160.52,4112.92,Surplus,USD,Catherine Wilkins,Pending,Drought,,26904.14,African Risk Capacity,47960.86,37745.63,87011.23,Africa
AFR-POL-2016-000151-89A2,2016-01-13,Africa,East Africa,Uganda,Microinsurance,12183.68,6123.65,0.0,,,Martin Inc (Uganda),Medium,145235.41,0.083889,2155.29,205.36,1701.47,Excess of Loss,USD,Craig Gonzalez,,,,0.0,Howden,12183.68,6123.65,0.0,Africa
AFR-POL-2021-000152-ADD5,2021-03-23,Africa,West Africa,Nigeria,Casualty,44793.39,8415.04,0.0,,,Guardian Mutual of Nigeria,Specialty,599451.77,0.074724,32081.31,4600.37,6680.14,Surplus,NGN,Ryan Mack,,,,0.0,Old Mutual Intermediaries,44793.39,8415.04,0.0,Africa
AFR-POL-2015-000153-44D9,2015-12-17,Africa,East Africa,Kenya,Travel,39247.96,31618.86,25772.53,0.8151,1.1513,Johnson-Thomas (Kenya),High,888496.46,0.044173,3855.82,1116.23,54620.59,Proportional,KES,Melinda Little,Closed,Pandemic Related,2018-01-27,0.0,Aon,39247.96,31618.86,25772.53,Africa
AFR-POL-2025-000154-7697,2025-10-18,Africa,North Africa,Libya,Energy,237608.09,190006.65,0.0,,,Jordan-Harris (Libya),Catastrophic,7734483.91,0.030721,26331.41,6747.63,1656627.37,Surplus,EUR,Mark Villanueva,,,,0.0,Willis Towers Watson,237608.09,190006.65,0.0,Africa
AFR-POL-2007-000155-AEC3,2007-05-21,Africa,West Africa,Sierra Leone,Life,110122.28,77065.22,39896.66,0.5177,0.8236,Pan-African Assurance of Sierra Leone,High,1133709.97,0.097134,32683.29,8931.01,5129.59,Aggregate XL,ZAR,Danny Mason,Denied,Medical Expense,,0.0,Lockton,110122.28,77065.22,39896.66,Africa
